ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
Kap-20_fat-1-1,Kap-20_fat-1,ʂɨni,21,false,expert,Valenzuela2023,,,
Mar-20_fat-1-1,Mar-20_fat-1,ʂɨni,21,false,expert,Valenzuela2023,,,
Chak-20_fat-1-1,Chak-20_fat-1,ʂɨni,21,false,expert,Valenzuela2023,,,
Yam-20_fat-1-1,Yam-20_fat-1,ʂɨnĩ,21,false,expert,Valenzuela2023,,,
Chan-20_fat-1-1,Chan-20_fat-1,ʃɨdi,21,false,expert,Valenzuela2023,,,
Shar-20_fat-1-1,Shar-20_fat-1,ʂɨni,21,false,expert,Valenzuela2023,,,
ProPa-21_fingernail-1-1,ProPa-21_fingernail-1,mɨ̃,22,false,expert,Valenzuela2023,,,
Ksh-21_fingernail-1-1,Ksh-21_fingernail-1,Untsis,22,false,expert,Valenzuela2023,,,
SK-21_fingernail-1-1,SK-21_fingernail-1,mɨ̃ntsis,22,false,expert,Valenzuela2023,,,
Kap-21_fingernail-1-1,Kap-21_fingernail-1,mɨ̃ntsis,22,false,expert,Valenzuela2023,,,
Mar-21_fingernail-1-1,Mar-21_fingernail-1,mɨ̃tsisi,22,false,expert,Valenzuela2023,,,
Chak-21_fingernail-1-1,Chak-21_fingernail-1,mɨ̃tsis,22,false,expert,Valenzuela2023,,,
Kax-21_fingernail-1-1,Kax-21_fingernail-1,mɨ̃tʃisi,22,false,expert,Valenzuela2023,,,
Yam-21_fingernail-1-1,Yam-21_fingernail-1,mitsis,22,false,expert,Valenzuela2023,,,
Chan-21_fingernail-1-1,Chan-21_fingernail-1,bitsis,22,false,expert,Valenzuela2023,,,
Shar-21_fingernail-1-1,Shar-21_fingernail-1,mɨtsisi,22,false,expert,Valenzuela2023,,,
ProPa-22_footleg-1-1,ProPa-22_footleg-1,ta,25,false,expert,Valenzuela2023,,,
Ksh-22_footleg-1-1,Ksh-22_footleg-1,taɨ,25,false,expert,Valenzuela2023,,,
SK-22_footleg-1-1,SK-22_footleg-1,taɨ,25,false,expert,Valenzuela2023,,,
Kap-22_footleg-1-1,Kap-22_footleg-1,taʔɨ,25,false,expert,Valenzuela2023,,,
Mar-22_footleg-1-1,Mar-22_footleg-1,taɨ,25,false,expert,Valenzuela2023,,,
Chak-22_footleg-1-1,Chak-22_footleg-1,taʔɨ,25,false,expert,Valenzuela2023,,,
Kax-22_footleg-1-1,Kax-22_footleg-1,taʔɨ,25,false,expert,Valenzuela2023,,,
Yam-22_footleg-1-1,Yam-22_footleg-1,taɨ,25,false,expert,Valenzuela2023,,,
Chan-22_footleg-1-1,Chan-22_footleg-1,taɨ,25,false,expert,Valenzuela2023,,,
Shar-22_footleg-1-1,Shar-22_footleg-1,taɨ,25,false,expert,Valenzuela2023,,,
ProPa-23_lipedge-1-1,ProPa-23_lipedge-1,kʷɨ,33,false,expert,Valenzuela2023,,,
Ksh-23_lipedge-1-1,Ksh-23_lipedge-1,kʷɨβi,33,false,expert,Valenzuela2023,,,
SK-23_lipedge-1-1,SK-23_lipedge-1,kɨβi,33,false,expert,Valenzuela2023,,,
Chak-23_lipedge-1-1,Chak-23_lipedge-1,kɨβitʃi,33,false,expert,Valenzuela2023,,,
Shar-23_lipedge-1-1,Shar-23_lipedge-1,kuɸirisika,33,false,expert,Valenzuela2023,,,
ProPa-24_cheek-1-1,ProPa-24_cheek-1,tamo,10,false,expert,Valenzuela2023,,,
Ksh-24_cheek-1-1,Ksh-24_cheek-1,tamo,10,false,expert,Valenzuela2023,,,
SK-24_cheek-1-1,SK-24_cheek-1,tamo,10,false,expert,Valenzuela2023,,,
Kap-24_cheek-1-1,Kap-24_cheek-1,tamo,10,false,expert,Valenzuela2023,,,
Mar-24_cheek-1-1,Mar-24_cheek-1,tambo,10,false,expert,Valenzuela2023,,,
Chak-24_cheek-1-1,Chak-24_cheek-1,tamo,10,false,expert,Valenzuela2023,,,
Kax-24_cheek-1-1,Kax-24_cheek-1,tamu,10,false,expert,Valenzuela2023,,,
Yam-24_cheek-1-1,Yam-24_cheek-1,tamo,10,false,expert,Valenzuela2023,,,
Shar-24_cheek-1-1,Shar-24_cheek-1,tamo,10,false,expert,Valenzuela2023,,,
ProPa-25_mouth-1-1,ProPa-25_mouth-1,kʷɨʂa,36,false,expert,Valenzuela2023,,,
Ksh-25_mouth-1-1,Ksh-25_mouth-1,kʷɨʂa,36,false,expert,Valenzuela2023,,,
SK-25_mouth-1-1,SK-25_mouth-1,kɨʂa,36,false,expert,Valenzuela2023,,,
Kap-25_mouth-1-1,Kap-25_mouth-1,kɨʂa,36,false,expert,Valenzuela2023,,,
Mar-25_mouth-1-1,Mar-25_mouth-1,kɨʃa,36,false,expert,Valenzuela2023,,,
Kax-25_mouth-1-1,Kax-25_mouth-1,kɨʂaka,36,false,expert,Valenzuela2023,,,
Yam-25_mouth-1-1,Yam-25_mouth-1,kɨʂã,36,false,expert,Valenzuela2023,,,
Chan-25_mouth-1-1,Chan-25_mouth-1,kɨʃa,36,false,expert,Valenzuela2023,,,
Shar-25_mouth-1-1,Shar-25_mouth-1,kɨʂa,36,false,expert,Valenzuela2023,,,
ProPa-26_elbow-1-1,ProPa-26_elbow-1,βaʂ,20,false,expert,Valenzuela2023,,,
Ksh-26_elbow-1-1,Ksh-26_elbow-1,banbuxu,20,false,expert,Valenzuela2023,,,
SK-26_elbow-1-1,SK-26_elbow-1,põtõko,20,false,expert,Valenzuela2023,,,
Kap-26_elbow-1-1,Kap-26_elbow-1,baʂpoʂko,20,false,expert,Valenzuela2023,,,
Chak-26_elbow-1-1,Chak-26_elbow-1,baspoto,20,false,expert,Valenzuela2023,,,
Kax-26_elbow-1-1,Kax-26_elbow-1,paxuxu,20,false,expert,Valenzuela2023,,,
Yam-26_elbow-1-1,Yam-26_elbow-1,po,20,false,expert,Valenzuela2023,,,
Shan-1_tree-1-1,Shan-1_tree-1,iwi,47,false,expert,Valenzuela2023,,,
Kat-1_tree-1-1,Kat-1_tree-1,hiwi,47,false,expert,Valenzuela2023,,,
Poy-1_tree-1-1,Poy-1_tree-1,iwi,47,false,expert,Valenzuela2023,,,
Ama-1_tree-1-1,Ama-1_tree-1,hiː,47,false,expert,Valenzuela2023,,,
HanKax-1_tree-1-1,HanKax-1_tree-1,hi,47,false,expert,Valenzuela2023,,,
Maw-1_tree-1-1,Maw-1_tree-1,iwi,47,false,expert,Valenzuela2023,,,
