ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment,Shell,ConceptInSource
Sap-9_night-1,,Sap,9_night,maetahe,maetahe,m ae t a h e,None,Valenzuela2023,37,,,,( - - - ) m ae t a ( h e - - - ),71,"Night,tomorrow"
Cav-9_night-1,,Cav,9_night,meta,meta,m e t a,None,Valenzuela2023,37,,,,( - - - ) m e t a ( - - - - - ),71,"Night,tomorrow"
Ese-9_night-1,,Ese,9_night,meka-waxe,meka-waxe,m e k a + w a x e,None,Valenzuela2023,37,,,,( - - - ) m e k a ( + w a x e ),71,"Night,tomorrow"
Ara-9_night-1,,Ara,9_night,eméte,eméte,e m !é/e t e,None,Valenzuela2023,37,,,,( e - - ) m !é/e t e ( - - - - - ),71,"Night,tomorrow"
ProTa-10_skin-1,,ProTa,10_skin,biti,biti,b i t i,None,Valenzuela2023,39,,,,( - - ) b i t i,22,Skin
Tac-10_skin-1,,Tac,10_skin,e-biti,e-biti,e + b i t i,None,Valenzuela2023,39,,,,( e + ) b i t i,22,Skin
ReyMar-10_skin-1,,ReyMar,10_skin,e-mbiti/embiti,e-mbiti,e + m.b i t i,None,Valenzuela2023,39,,,,( e + ) m.b i t i,22,Skin
Cav-10_skin-1,,Cav,10_skin,e-biti,e-biti,e + b i t i,None,Valenzuela2023,39,,,,( e + ) b i t i,22,Skin
ProTa-11_fire-1,,ProTa,11_fire,ti,ti,t i,None,Valenzuela2023,22,,,,( - - ) t i - - ( - - - ),None,Fire
Tac-11_fire-1,,Tac,11_fire,e-ti-ře,e-ti-ře,e + t i + ɽ e,None,Valenzuela2023,22,,,,( e + ) t i - - ( + ɽ e ),None,Fire
ReyMar-11_fire-1,,ReyMar,11_fire,-ti-/-,-ti-,t i,None,Valenzuela2023,22,,,,( - - ) t i - - ( - - - ),None,Fire
Aro-11_fire-1,,Aro,11_fire,etesi,etesi,e t e s i,None,Valenzuela2023,22,,,,( e - ) t e - - ( - s i ),None,Fire
Cav-11_fire-1,,Cav,11_fire,e-tiki,e-tiki,e + t i k i,None,Valenzuela2023,22,,,,( e + ) t i - - ( - k i ),None,Fire
ProTa-12_knee-1,,ProTa,12_knee,da,da,d a,None,Valenzuela2023,30,,,,( - - - - - ) d a - ( - - - - - ),37,Knee
Tac-12_knee-1,,Tac,12_knee,e-ma-da-cua,e-ma-da-cua,e + m a + d a + kʷ a,None,Valenzuela2023,30,,,,( e + m a + ) d a + ( kʷ a - - - ),37,Knee
ProTa-13_blood-1,,ProTa,13_blood,ami,ami,a m i,None,Valenzuela2023,4,,,,- a m i,48,Blood
Tac-13_blood-1,,Tac,13_blood,ami,ami,a m i,None,Valenzuela2023,4,,,,- a m i,48,Blood
ReyMar-13_blood-1,,ReyMar,13_blood,ami/ami,ami,a m i,None,Valenzuela2023,4,,,,- a m i,48,Blood
Cav-13_blood-1,,Cav,13_blood,ami,ami,a m i,None,Valenzuela2023,4,,,,- a m i,48,Blood
ProTa-14_breast-1,,ProTa,14_breast,aṭṣu,aṭṣu,a ts u,None,Valenzuela2023,6,,,,a ts u ( - - ),None,Breast
ProTa-15_moonsun-1,,ProTa,15_moonsun,badi,badi,b a d i,None,Valenzuela2023,40,,,,b a d i ( - - ),16,Moon
Tac-15_moonsun-1,,Tac,15_moonsun,badi,badi,b a d i,None,Valenzuela2023,40,,,,b a d i ( - - ),16,Moon
ReyMar-15_moonsun-1,,ReyMar,15_moonsun,mbandzi/bansri,mbandzi,m.b a n.dz i,None,Valenzuela2023,40,,,,m.b a n.dz i ( - - ),16,Moon
Sap-15_moonsun-1,,Sap,15_moonsun,bari,bari,b a r i,None,Valenzuela2023,40,,,,b a r i ( - - ),16,Moon
Aro-15_moonsun-1,,Aro,15_moonsun,badi,badi,b a d i,None,Valenzuela2023,40,,,,b a d i ( - - ),16,Moon
Cav-15_moonsun-1,,Cav,15_moonsun,badi,badi,b a d i,None,Valenzuela2023,40,,,,b a d i ( - - ),16,Moon
Ese-15_moonsun-1,,Ese,15_moonsun,baʔi,baʔi,b a ʔ i,None,Valenzuela2023,40,,,,b a ʔ i ( - - ),16,Moon
Cham-15_moonsun-1,,Cham,15_moonsun,mái,mái,m !á/a i,None,Valenzuela2023,40,,,,m !á/a - i ( - - ),16,Moon
ProTa-16_you-1,,ProTa,16_you,mi,mi,m i,None,Valenzuela2023,47,,,,m i ( - - - - - ),72,You
Tac-16_you-1,,Tac,16_you,mi-ke,mi-ke,m i + k e,None,Valenzuela2023,47,,,,m i ( + k e - - ),72,You
ReyMar-16_you-1,,ReyMar,16_you,mibe/mive,mibe,m i b e,None,Valenzuela2023,47,,,,m i ( b - e - - ),72,You
Aro-16_you-1,,Aro,16_you,mitya,mitya,m i t j a,None,Valenzuela2023,47,,,,m i ( t j a - - ),72,You
Cav-16_you-1,,Cav,16_you,mi-kwana,mi-kwana,m i + kʷ a n a,None,Valenzuela2023,47,,,,m i ( + kʷ a n a ),72,You
Ese-16_you-1,,Ese,16_you,mi-a,mi-a,m i + a,None,Valenzuela2023,47,,,,m i ( + - a - - ),72,You
Ara-16_you-1,,Ara,16_you,mikia,mikia,m i k i a,None,Valenzuela2023,47,,,,m i ( - k i - a ),72,You
ProTa-17_come-1,,ProTa,17_come,be-,be-,b e,'bring',Valenzuela2023,10,,,,b e,24,Come
ProTa-18_i-1,,ProTa,18_i,e,e,e,None,Valenzuela2023,28,,,,- e ( - - - ),11,I
Tac-18_i-1,,Tac,18_i,e-ma,e-ma,e + m a,None,Valenzuela2023,28,,,,- e ( + m a ),11,I
ReyMar-18_i-1,,ReyMar,18_i,e-me/éme,e-me,e + m e,None,Valenzuela2023,28,,,,- e ( + m e ),11,I
Aro-18_i-1,,Aro,18_i,"ema,yama",ema,e m a,None,Valenzuela2023,28,,,,- e ( - m a ),11,I
Cav-18_i-1,,Cav,18_i,e-ra,e-ra,e + r a,None,Valenzuela2023,28,,,,- e ( + r a ),11,I
Ese-18_i-1,,Ese,18_i,"ea,eyaya",ea,e a,None,Valenzuela2023,28,,,,- e ( - - a ),11,I
ProTa-19_flesh-1,,ProTa,19_flesh,ɾami,ɾami,ɾ a m i,None,Valenzuela2023,23,,,,( - - ) ɾ a m i,78,Flesh
Tac-19_flesh-1,,Tac,19_flesh,yami,yami,j a m i,None,Valenzuela2023,23,,,,( - - ) j a m i,78,Flesh
ReyMar-19_flesh-1,,ReyMar,19_flesh,yami/eami,yami,j a m i,None,Valenzuela2023,23,,,,( - - ) j a m i,78,Flesh
Aro-19_flesh-1,,Aro,19_flesh,yami,yami,j a m i,None,Valenzuela2023,23,,,,( - - ) j a m i,78,Flesh
Cav-19_flesh-1,,Cav,19_flesh,e-rami,e-rami,e + r a m i,None,Valenzuela2023,23,,,,( e + ) r a m i,78,Flesh
Ese-19_flesh-1,,Ese,19_flesh,eyami,eyami,e j a m i,None,Valenzuela2023,23,,,,( e - ) j a m i,78,Flesh
War-19_flesh-1,,War,19_flesh,eyami,eyami,e j a m i,None,Valenzuela2023,23,,,,( e - ) j a m i,78,Flesh
Ara-19_flesh-1,,Ara,19_flesh,éami,éami,!é/e a m i,None,Valenzuela2023,23,,,,( !é/e - ) - a m i,78,Flesh
ProTa-20_fat-1,,ProTa,20_fat,ṭṣeri,ṭṣeri,ts e r i,None,Valenzuela2023,20,,,,( - - ) ts e r i,99,Fat
Tac-20_fat-1,,Tac,20_fat,e-cei,e-cei,e + ʈʂ e i,None,Valenzuela2023,20,,,,( e + ) tʂ e - i,99,Fat
Cav-20_fat-1,,Cav,20_fat,e-ceri,e-ceri,e + ts e r i,None,Valenzuela2023,20,,,,( e + ) tʂ e r i,99,Fat
Ese-20_fat-1,,Ese,20_fat,e-sei,e-sei,e + s e i,None,Valenzuela2023,20,,,,( e + ) s e - i,99,Fat
Ara-20_fat-1,,Ara,20_fat,ésey,ésey,!é/e s e !j/i,None,Valenzuela2023,20,,,,( !é/e - ) s e - !j/i,99,Fat
ProTa-21_fingernail-1,,ProTa,21_fingernail,metiji,metiji,m e t i j i,None,Valenzuela2023,21,,,,( - - ) m e - ( - ) t i j i ( - - - - - ),None,Fingernail
Tac-21_fingernail-1,,Tac,21_fingernail,e-me-haca,e-me-haca,e + m e + h a ʈʂ a,None,Valenzuela2023,21,,,,( e + ) m e - ( - ) - - - - ( + h a tʂ a ),None,Fingernail
ReyMar-21_fingernail-1,,ReyMar,21_fingernail,"-/emechuja,emetichi",emetichi,e m e t i tʃ i,"'fingers','nails'",Valenzuela2023,21,,,,( e - ) m e - ( - ) t i tʃ i ( - - - - - ),None,Fingernail
Cav-21_fingernail-1,,Cav,21_fingernail,e-me-šoro,e-me-šoro,e + m e + ʃ o r o,'nail',Valenzuela2023,21,,,,( e + ) m e - ( + ) - - - - ( ʃ o r o - ),None,Fingernail
Ese-21_fingernail-1,,Ese,21_fingernail,e-me-kiše,e-me-kiše,e + m e + k i ʃ e,'nail',Valenzuela2023,21,,,,( e + ) m e - ( + ) k i ʃ e ( - - - - - ),None,Fingernail
ProTa-22_footleg-1,,ProTa,22_footleg,ta-,ta-,t a,'leg',Valenzuela2023,24,,,,( - - - - ) t a ( - - - - - - - ),103,"Foot,leg"
Tac-22_footleg-1,,Tac,22_footleg,e-ta-buce,e-ta-buce,e + t a + b u ʈʂ e,'shin bone',Valenzuela2023,24,,,,( e + - - ) t a ( - - + b u tʂ e ),103,"Foot,leg"
Mab-22_footleg-1,,Mab,22_footleg,itha,itha,i tʰ a,None,Valenzuela2023,24,,,,( - - i - ) tʰ a ( - - - - - - - ),103,"Foot,leg"
Cav-22_footleg-1,,Cav,22_footleg,awa-taka,awa-taka,a w a + t a k a,'tapir-foot (plant)',Valenzuela2023,24,,,,( a w a + ) t a ( - - k a - - - ),103,"Foot,leg"
ProTa-23_lipedge-1,,ProTa,23_lipedge,kʷe(i)-,kʷe-,kʷ e,None,Valenzuela2023,32,,,,( - - ) kʷ e ( - - - - - - - - ),59,"Lip,edge"
Tac-23_lipedge-1,,Tac,23_lipedge,e-ke-ke,e-ke-ke,e + k e + k e,None,Valenzuela2023,32,,,,( e + ) k e ( + k e - - - - - ),59,"Lip,edge"
ReyMar-23_lipedge-1,,ReyMar,23_lipedge,kwesa/euesa,kwesa,kʷ e s a,'beard'/'beard',Valenzuela2023,32,,,,( - - ) kʷ e ( - s a - - - - - ),59,"Lip,edge"
Cav-23_lipedge-1,,Cav,23_lipedge,kwesa,kwesa,kʷ e s a,'beard',Valenzuela2023,32,,,,( - - ) kʷ e ( - s a - - - - - ),59,"Lip,edge"
Ese-23_lipedge-1,,Ese,23_lipedge,e-kwe-ša,e-kwe-ša,e + kʷ e + ʃ a,'beard',Valenzuela2023,32,,,,( e + ) kʷ e ( + ʃ a - - - - - ),59,"Lip,edge"
ProTa-24_cheek-1,,ProTa,24_cheek,tamu,tamu,t a m u,None,Valenzuela2023,9,,,,( - - - - ) t a m u,105,Cheek
ReyMar-24_cheek-1,,ReyMar,24_cheek,ebu-tamu/-,ebu-tamu,e b u + t a m u,None,Valenzuela2023,9,,,,( e b u + ) t a m u,105,Cheek
Cav-24_cheek-1,,Cav,24_cheek,-tamu,-tamu,t a m u,None,Valenzuela2023,9,,,,( - - - - ) t a m u,105,Cheek
Ese-24_cheek-1,,Ese,24_cheek,-shemo,-shemo,ʃ e m o,None,Valenzuela2023,9,,,,( - - - - ) ʃ e m o,105,Cheek
ProTa-25_mouth-1,,ProTa,25_mouth,kʷatʂa,kʷatʂa,kʷ a tʂ a,None,Valenzuela2023,35,,,,( - - ) kʷ a tʂ a ( - - ),None,Mouth
Tac-25_mouth-1,,Tac,25_mouth,e-kwaca,e-kwaca,e + kʷ a ʈʂ a,None,Valenzuela2023,35,,,,( e + ) kʷ a tʂ a ( - - ),None,Mouth
ReyMar-25_mouth-1,,ReyMar,25_mouth,e-kwaca/ekuatra,e-kwaca,e + kʷ a ts a,None,Valenzuela2023,35,,,,( e + ) kʷ a tʂ a ( - - ),None,Mouth
Sap-25_mouth-1,,Sap,25_mouth,ecuacha,ecuacha,e kʷ a tʃ a,None,Valenzuela2023,35,,,,( e - ) kʷ a tʃ a ( - - ),None,Mouth
Mab-25_mouth-1,,Mab,25_mouth,ikwatsa,ikwatsa,i kʷ a ts a,None,Valenzuela2023,35,,,,( i - ) kʷ a ts a ( - - ),None,Mouth
Cav-25_mouth-1,,Cav,25_mouth,e-kwaca,e-kwaca,e + kʷ a ts a,None,Valenzuela2023,35,,,,( e + ) kʷ a tʂ a ( - - ),None,Mouth
Ese-25_mouth-1,,Ese,25_mouth,e-kwasa,e-kwasa,e + kʷ a s a,None,Valenzuela2023,35,,,,( e + ) kʷ a s a ( - - ),None,Mouth
War-25_mouth-1,,War,25_mouth,e-kwasa,e-kwasa,e + kʷ a s a,None,Valenzuela2023,35,,,,( e + ) kʷ a s a ( - - ),None,Mouth
ProTa-26_elbow-1,,ProTa,26_elbow,-baṭṣu,-baṭṣu,b a ts u,None,Valenzuela2023,19,,,,( - - - - - - ) b a ( - ) ts u ( - - - - - - - - - ),None,Elbow
Tac-26_elbow-1,,Tac,26_elbow,e-ba-cu,e-ba-cu,e + b a + ʈʂ u,None,Valenzuela2023,19,,,,( - - - - e + ) b a ( + ) tʂ u ( - - - - - - - - - ),None,Elbow
ReyMar-26_elbow-1,,ReyMar,26_elbow,e-mba-co/-,e-mba-co,e + m.b a + ts o,None,Valenzuela2023,19,,,,( - - - - e + ) m.b a ( + ) ts o ( - - - - - - - - - ),None,Elbow
Ese-26_elbow-1,,Ese,26_elbow,e-bašo,e-bašo,e + b a ʃ o,None,Valenzuela2023,19,,,,( - - - - e + ) b a ( - ) ʃ o ( - - - - - - - - - ),None,Elbow
War-26_elbow-1,,War,26_elbow,e-bašo,e-bašo,e + b a ʃ o,None,Valenzuela2023,19,,,,( - - - - e + ) b a ( - ) ʃ o ( - - - - - - - - - ),None,Elbow
Tia-26_elbow-1,,Tia,26_elbow,wacu,wacu,w a ts u,None,Valenzuela2023,19,,,,( - - - - - - ) w a ( - ) ts u ( - - - - - - - - - ),None,Elbow
Ara-26_elbow-1,,Ara,26_elbow,ebaša,ebaša,e b a ʃ a,None,Valenzuela2023,19,,,,( - - - - e - ) b a ( - ) ʃ a ( - - - - - - - - - ),None,Elbow
ProPaTa-27_1stsgi-1,,ProPaTa,27_1stsgi,ʔɨ,ʔɨ,ʔ ɨ,None,Valenzuela2023,1,,,,ʔ ɨ ( - - - ),11,1st SG 'I'
ProPa-27_1stsgi-1,,ProPa,27_1stsgi,ʔɨ,ʔɨ,ʔ ɨ,None,Valenzuela2023,1,,,,ʔ ɨ ( - - - ),11,1st SG 'I'
Ksh-27_1stsgi-1,,Ksh,27_1stsgi,ʔɨ,ʔɨ,ʔ ɨ,None,Valenzuela2023,1,,,,ʔ ɨ ( - - - ),11,1st SG 'I'
SK-27_1stsgi-1,,SK,27_1stsgi,ʔɨ,ʔɨ,ʔ ɨ,None,Valenzuela2023,1,,,,ʔ ɨ ( - - - ),11,1st SG 'I'
Kap-27_1stsgi-1,,Kap,27_1stsgi,ʔɨ,ʔɨ,ʔ ɨ,None,Valenzuela2023,1,,,,ʔ ɨ ( - - - ),11,1st SG 'I'
Chak-27_1stsgi-1,,Chak,27_1stsgi,ɨ,ɨ,ɨ,None,Valenzuela2023,1,,,,- ɨ ( - - - ),11,1st SG 'I'
Yam-27_1stsgi-1,,Yam,27_1stsgi,ɨ̃,ɨ̃,!ɨ̃/ɨ,None,Valenzuela2023,1,,,,- !ɨ̃/ɨ ( - - - ),11,1st SG 'I'
ProPaTa-28_2ndsgyou-1,,ProPaTa,28_2ndsgyou,mi,mi,m i,None,Valenzuela2023,2,,,,m i ( - - - - - ),72,2nd SG 'you'
ProPa-28_2ndsgyou-1,,ProPa,28_2ndsgyou,mi,mi,m i,None,Valenzuela2023,2,,,,m i ( - - - - - ),72,2nd SG 'you'
Ksh-28_2ndsgyou-1,,Ksh,28_2ndsgyou,mii,mii,m i i,None,Valenzuela2023,2,,,,m i ( - - i - - ),72,2nd SG 'you'
SK-28_2ndsgyou-1,,SK,28_2ndsgyou,mia,mia,m i a,None,Valenzuela2023,2,,,,m i ( - - a - - ),72,2nd SG 'you'
Kap-28_2ndsgyou-1,,Kap,28_2ndsgyou,mia,mia,m i a,None,Valenzuela2023,2,,,,m i ( - - a - - ),72,2nd SG 'you'
Chak-28_2ndsgyou-1,,Chak,28_2ndsgyou,mia,mia,m i a,object form,Valenzuela2023,2,,,,m i ( - - a - - ),72,2nd SG 'you'
Yam-28_2ndsgyou-1,,Yam,28_2ndsgyou,mĩ,mĩ,m !ĩ/i,None,Valenzuela2023,2,,,,m !ĩ/i ( - - - - - ),72,2nd SG 'you'
ProPaTa-29_demonstrative-1,,ProPaTa,29_demonstrative,ʔu-,ʔu-,ʔ u,None,Valenzuela2023,11,,,,ʔ u ( - - - - - ),14,DEMONSTRATIVE distal
ProPa-29_demonstrative-1,,ProPa,29_demonstrative,ʔo-,ʔo-,ʔ o,None,Valenzuela2023,11,,,,ʔ o ( - - - - - ),14,DEMONSTRATIVE distal
Ksh-29_demonstrative-1,,Ksh,29_demonstrative,"un (A),ux (S),u (O)",un_,u n,None,Valenzuela2023,11,,,,- u ( - - - n - ),14,DEMONSTRATIVE distal
SK-29_demonstrative-1,,SK,29_demonstrative,oa,oa,o a,None,Valenzuela2023,11,,,,- o ( - - a - - ),14,DEMONSTRATIVE distal
Chak-29_demonstrative-1,,Chak,29_demonstrative,oa,oa,o a,None,Valenzuela2023,11,,,,- o ( - - a - - ),14,DEMONSTRATIVE distal
Yam-29_demonstrative-1,,Yam,29_demonstrative,oa,oa,o a,None,Valenzuela2023,11,,,,- o ( - - a - - ),14,DEMONSTRATIVE distal
ProPaTa-30_demonstrativeproximate-1,,ProPaTa,30_demonstrativeproximate,Nɨ-,Nɨ-,!N/n ɨ,None,Valenzuela2023,13,,,,( - ) !N/n ɨ ( - - - - ),79,DEMONSTRATIVE proximate
ProPa-30_demonstrativeproximate-1,,ProPa,30_demonstrativeproximate,nɨ-,nɨ-,n ɨ,None,Valenzuela2023,13,,,,( - ) n ɨ ( - - - - ),79,DEMONSTRATIVE proximate
Ksh-30_demonstrativeproximate-1,,Ksh,30_demonstrativeproximate,"ɨnɨn (A),ɨnɨx (S),ɨnɨ (O)",ɨnɨn_,ɨ n ɨ n,None,Valenzuela2023,13,,,,( ɨ ) n ɨ ( - n - - ),79,DEMONSTRATIVE proximate
SK-30_demonstrativeproximate-1,,SK,30_demonstrativeproximate,nɨ-~nato,nɨ-,n ɨ,None,Valenzuela2023,13,,,,( - ) n ɨ ( - - - - ),79,DEMONSTRATIVE proximate
Chak-30_demonstrativeproximate-1,,Chak,30_demonstrativeproximate,"noa,toa",noa,n o a,None,Valenzuela2023,13,,,,( - ) n o ( - a - - ),79,DEMONSTRATIVE proximate
Yam-30_demonstrativeproximate-1,,Yam,30_demonstrativeproximate,na,na,n a,None,Valenzuela2023,13,,,,( - ) n a ( - - - - ),79,DEMONSTRATIVE proximate
ProPaTa-31_genitive-1,,ProPaTa,31_genitive,-gʷi-n,-gʷi-n,gʷ i + n,None,Valenzuela2023,25,,,,gʷ i ( + ) n ( - ),44,GENITIVE
ProPa-31_genitive-1,,ProPa,31_genitive,-wɨ̃,-wɨ̃,w ɨ ∼,None,Valenzuela2023,25,,,,w ɨ ( - ) ∼ ( - ),44,GENITIVE
Ksh-31_genitive-1,,Ksh,31_genitive,=(a)n,=n,n,None,Valenzuela2023,25,,,,- - ( - ) n ( - ),44,GENITIVE
SK-31_genitive-1,,SK,31_genitive,-n,-n,n,None,Valenzuela2023,25,,,,- - ( - ) n ( - ),44,GENITIVE
Yam-31_genitive-1,,Yam,31_genitive,"-na,-fɨna",-na,n a,None,Valenzuela2023,25,,,,- - ( - ) n ( a ),44,GENITIVE
ProPaTa-32_imperative-1,,ProPaTa,32_imperative,-gʷɨ,-gʷɨ,gʷ ɨ,None,Valenzuela2023,29,,,,gʷ ɨ,43,IMPERATIVE
ProPa-32_imperative-1,,ProPa,32_imperative,-wɨ,-wɨ,w ɨ,None,Valenzuela2023,29,,,,w ɨ,43,IMPERATIVE
Ksh-32_imperative-1,,Ksh,32_imperative,-ɨ,-ɨ,ɨ,None,Valenzuela2023,29,,,,- ɨ,43,IMPERATIVE
SK-32_imperative-1,,SK,32_imperative,-wɨ,-wɨ,w ɨ,None,Valenzuela2023,29,,,,w ɨ,43,IMPERATIVE
Kap-32_imperative-1,,Kap,32_imperative,-wɨ,-wɨ,w ɨ,None,Valenzuela2023,29,,,,w ɨ,43,IMPERATIVE
Mar-32_imperative-1,,Mar,32_imperative,-wɨ,-wɨ,w ɨ,None,Valenzuela2023,29,,,,w ɨ,43,IMPERATIVE
Chak-32_imperative-1,,Chak,32_imperative,-wɨ,-wɨ,w ɨ,None,Valenzuela2023,29,,,,w ɨ,43,IMPERATIVE
Kax-32_imperative-1,,Kax,32_imperative,-wɨ,-wɨ,w ɨ,None,Valenzuela2023,29,,,,w ɨ,43,IMPERATIVE
Yam-32_imperative-1,,Yam,32_imperative,-ɸɨ,-ɸɨ,ɸ ɨ,None,Valenzuela2023,29,,,,ɸ ɨ,43,IMPERATIVE
Shar-32_imperative-1,,Shar,32_imperative,-wɨ,-wɨ,w ɨ,None,Valenzuela2023,29,,,,w ɨ,43,IMPERATIVE
ProPaTa-33_goingdowndownward-1,,ProPaTa,33_goingdowndownward,-but[ɨ],-butɨ,b u t ɨ,None,Valenzuela2023,26,,,,( - - ) b u t ɨ ( - - - ),None,"GOING DOWN,DOWNWARD"
ProPa-33_goingdowndownward-1,,ProPa,33_goingdowndownward,-βut,-βut,β u t,"For  pP  Girard  (1971:  163,  26)  proposes  *-bu  ‘down’,  while  we  consider  *-but  more  accurate  based  on Matses/Mayoruna -budand Kakataibo -but.",Valenzuela2023,26,,,,( - - ) β u t - ( - - - ),None,"GOING DOWN,DOWNWARD"
Ksh-33_goingdowndownward-1,,Ksh,33_goingdowndownward,-but,-but,b u t,None,Valenzuela2023,26,,,,( - - ) b u t - ( - - - ),None,"GOING DOWN,DOWNWARD"
ProPaTa-34_docoming-1,,ProPaTa,34_docoming,-bɨ,-bɨ,b ɨ,None,Valenzuela2023,17,,,,( - - ) b ɨ ( - - - - ),None,DO COMING
ProPa-34_docoming-1,,ProPa,34_docoming,-βɨ[...],-βɨ,β ɨ,Guillaume 2017:254,Valenzuela2023,17,,,,( - - ) β ɨ ( - - - - ),None,DO COMING
Ksh-34_docoming-1,,Ksh,34_docoming,-bɨtsin,-bɨtsin,b ɨ ts i n,None,Valenzuela2023,17,,,,( - - ) b ɨ ( ts - i n ),None,DO COMING
SK-34_docoming-1,,SK,34_docoming,-bɨiran,-bɨiran,b ɨ i r a n,None,Valenzuela2023,17,,,,( - - ) b ɨ ( i r a n ),None,DO COMING
Chak-34_docoming-1,,Chak,34_docoming,-bɨna,-bɨna,b ɨ n a,None,Valenzuela2023,17,,,,( - - ) b ɨ ( n - a - ),None,DO COMING
Yam-34_docoming-1,,Yam,34_docoming,-ɸɨran,-ɸɨran,ɸ ɨ r a n,None,Valenzuela2023,17,,,,( - - ) ɸ ɨ ( - r a n ),None,DO COMING
ProPaTa-35_desiderative-1,,ProPaTa,35_desiderative,-katsa,-katsa,k a ts a,None,Valenzuela2023,14,,,,k a ts a ( - - - - ),53,DESIDERATIVE
ProPa-35_desiderative-1,,ProPa,35_desiderative,-katsa,-katsa,k a ts a,None,Valenzuela2023,14,,,,k a ts a ( - - - - ),53,DESIDERATIVE
Ksh-35_desiderative-1,,Ksh,35_desiderative,"-kas,-katsi",-kas,k a s,None,Valenzuela2023,14,,,,k a s - ( - - - - ),53,DESIDERATIVE
SK-35_desiderative-1,,SK,35_desiderative,-kas,-kas,k a s,None,Valenzuela2023,14,,,,k a s - ( - - - - ),53,DESIDERATIVE
Kap-35_desiderative-1,,Kap,35_desiderative,"-katsiʔ-,-katsiʔki-",-katsiʔ-,k a ts i ʔ,None,Valenzuela2023,14,,,,k a ts i ( ʔ - - - ),53,DESIDERATIVE
Mar-35_desiderative-1,,Mar,35_desiderative,-katsi,-katsi,k a ts i,None,Valenzuela2023,14,,,,k a ts i ( - - - - ),53,DESIDERATIVE
Chak-35_desiderative-1,,Chak,35_desiderative,-kas-,-kas-,k a s,None,Valenzuela2023,14,,,,k a s - ( - - - - ),53,DESIDERATIVE
Kax-35_desiderative-1,,Kax,35_desiderative,-katsa,-katsa,k a ts a,None,Valenzuela2023,14,,,,k a ts a ( - - - - ),53,DESIDERATIVE
Yam-35_desiderative-1,,Yam,35_desiderative,"kasma,kaspa,katsa",kasma,k a s m a,"'not to want','desiderative negative','to have'",Valenzuela2023,14,,,,k a s - ( - m a - ),53,DESIDERATIVE
Shar-35_desiderative-1,,Shar,35_desiderative,-kas-mai,-kas-mai,k a s + m a i,'not to want',Valenzuela2023,14,,,,k a s - ( + m a i ),53,DESIDERATIVE
ProPaTa-36_negative-1,,ProPaTa,36_negative,-(...a)ma,-ma,m a,None,Valenzuela2023,36,,,,( - - ) m a ( - ),61,NEGATIVE
ProPa-36_negative-1,,ProPa,36_negative,-[ya]ma,-yama,j a m a,verbal,Valenzuela2023,36,,,,( j a ) m a ( - ),61,NEGATIVE
Ksh-36_negative-1,,Ksh,36_negative,-ma,-ma,m a,None,Valenzuela2023,36,,,,( - - ) m a ( - ),61,NEGATIVE
SK-36_negative-1,,SK,36_negative,-yama,-yama,j a m a,None,Valenzuela2023,36,,,,( j a ) m a ( - ),61,NEGATIVE
Kap-36_negative-1,,Kap,36_negative,yama,yama,j a m a,None,Valenzuela2023,36,,,,( j a ) m a ( - ),61,NEGATIVE
Mar-36_negative-1,,Mar,36_negative,"-ma,-ama",-ma,m a,None,Valenzuela2023,36,,,,( - - ) m a ( - ),61,NEGATIVE
Chak-36_negative-1,,Chak,36_negative,-yama,-yama,j a m a,None,Valenzuela2023,36,,,,( j a ) m a ( - ),61,NEGATIVE
Kax-36_negative-1,,Kax,36_negative,"-ma,maʔa",-ma,m a,None,Valenzuela2023,36,,,,( - - ) m a ( - ),61,NEGATIVE
Yam-36_negative-1,,Yam,36_negative,"maa,ma,yama",maa,m a a,"'not','negative','negative prohibitive'",Valenzuela2023,36,,,,( - - ) m a ( a ),61,NEGATIVE
Shar-36_negative-1,,Shar,36_negative,"-ma,-yama",-ma,m a,"'no','imperative,negative,prohibitive'",Valenzuela2023,36,,,,( - - ) m a ( - ),61,NEGATIVE
ProPaTa-37_causative-1,,ProPaTa,37_causative,-m[a/e],-ma,m a,None,Valenzuela2023,7,,,,m a ( - - ),None,CAUSATIVE
ProPa-37_causative-1,,ProPa,37_causative,-m[a],-ma,m a,None,Valenzuela2023,7,,,,m a ( - - ),None,CAUSATIVE
Ksh-37_causative-1,,Ksh,37_causative,-mi-,-mi-,m i,None,Valenzuela2023,7,,,,m i ( - - ),None,CAUSATIVE
SK-37_causative-1,,SK,37_causative,-ma-,-ma-,m a,None,Valenzuela2023,7,,,,m a ( - - ),None,CAUSATIVE
Kap-37_causative-1,,Kap,37_causative,-ma-,-ma-,m a,None,Valenzuela2023,7,,,,m a ( - - ),None,CAUSATIVE
Mar-37_causative-1,,Mar,37_causative,-ma,-ma,m a,None,Valenzuela2023,7,,,,m a ( - - ),None,CAUSATIVE
Chak-37_causative-1,,Chak,37_causative,-ma,-ma,m a,None,Valenzuela2023,7,,,,m a ( - - ),None,CAUSATIVE
Yam-37_causative-1,,Yam,37_causative,-ma,-ma,m a,None,Valenzuela2023,7,,,,m a ( - - ),None,CAUSATIVE
Shar-37_causative-1,,Shar,37_causative,-ma-,-ma-,m a,None,Valenzuela2023,7,,,,m a ( - - ),None,CAUSATIVE
