ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment,Shell,ConceptInSource
Chak-18_i-1,,Chak,18_i,ɨ,ɨ,ɨ,None,Valenzuela2023,28,,,,- ɨ ( - - - ),11,I
ProPaTa-19_flesh-1,,ProPaTa,19_flesh,Nami,Nami,!N/n a m i,None,Valenzuela2023,23,,,,( - - ) !N/n a m i,78,Flesh
ProPa-19_flesh-1,,ProPa,19_flesh,nami,nami,n a m i,Additional cognates refering to body parts,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
Ksh-19_flesh-1,,Ksh,19_flesh,nami,nami,n a m i,None,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
SK-19_flesh-1,,SK,19_flesh,nami,nami,n a m i,None,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
Kap-19_flesh-1,,Kap,19_flesh,nami,nami,n a m i,None,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
Mar-19_flesh-1,,Mar,19_flesh,nami,nami,n a m i,None,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
Chak-19_flesh-1,,Chak,19_flesh,nami,nami,n a m i,None,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
Kax-19_flesh-1,,Kax,19_flesh,lami,lami,l a m i,None,Valenzuela2023,23,,,,( - - ) l a m i,78,Flesh
Yam-19_flesh-1,,Yam,19_flesh,"nami,nãmi",nami,n a m i,None,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
Chan-19_flesh-1,,Chan,19_flesh,"nabi,dami",nabi,n a b i,None,Valenzuela2023,23,,,,( - - ) n a b i,78,Flesh
Shar-19_flesh-1,,Shar,19_flesh,"nami,namin",nami,n a m i,None,Valenzuela2023,23,,,,( - - ) n a m i,78,Flesh
ProPaTa-20_fat-1,,ProPaTa,20_fat,ʂɨNi,ʂɨNi,ʂ ɨ !N/n i,None,Valenzuela2023,20,,,,( - - ) ʂ ɨ !N/n i,99,Fat
ProPa-20_fat-1,,ProPa,20_fat,ʂɨni,ʂɨni,ʂ ɨ n i,None,Valenzuela2023,20,,,,( - - ) ʂ ɨ n i,99,Fat
Ksh-20_fat-1,,Ksh,20_fat,ʂɨni,ʂɨni,ʂ ɨ n i,None,Valenzuela2023,20,,,,( - - ) ʂ ɨ n i,99,Fat
SK-20_fat-1,,SK,20_fat,ʂɨni,ʂɨni,ʂ ɨ n i,None,Valenzuela2023,20,,,,( - - ) ʂ ɨ n i,99,Fat
Kap-20_fat-1,,Kap,20_fat,ʂɨni,ʂɨni,ʂ ɨ n i,None,Valenzuela2023,20,,,,( - - ) ʂ ɨ n i,99,Fat
Mar-20_fat-1,,Mar,20_fat,ʂɨni,ʂɨni,ʂ ɨ n i,None,Valenzuela2023,20,,,,( - - ) ʂ ɨ n i,99,Fat
Chak-20_fat-1,,Chak,20_fat,ʂɨni,ʂɨni,ʂ ɨ n i,None,Valenzuela2023,20,,,,( - - ) ʂ ɨ n i,99,Fat
Yam-20_fat-1,,Yam,20_fat,ʂɨnĩ,ʂɨnĩ,ʂ ɨ n !ĩ/i,None,Valenzuela2023,20,,,,( - - ) ʂ ɨ n !ĩ/i,99,Fat
Chan-20_fat-1,,Chan,20_fat,"ʃɨdi,ʃidi,ʂidi",ʃɨdi,ʃ ɨ d i,None,Valenzuela2023,20,,,,( - - ) ʃ ɨ d i,99,Fat
Shar-20_fat-1,,Shar,20_fat,ʂɨni,ʂɨni,ʂ ɨ n i,None,Valenzuela2023,20,,,,( - - ) ʂ ɨ n i,99,Fat
ProPaTa-21_fingernail-1,,ProPaTa,21_fingernail,mɨ-tsizi,mɨ-tsizi,m ɨ + ts i z i,None,Valenzuela2023,21,,,,( - - ) m ɨ - ( + ) ts i z i ( - - - - - ),None,Fingernail
ProPa-21_fingernail-1,,ProPa,21_fingernail,mɨ̃-tsis[i],mɨ̃-tsisi,m ɨ ∼ + ts i s i,None,Valenzuela2023,21,,,,( - - ) m ɨ ∼ ( + ) ts i s i ( - - - - - ),None,Fingernail
Ksh-21_fingernail-1,,Ksh,21_fingernail,"Untsis,untsɨs",Untsis,u n ts i s,None,Valenzuela2023,21,,,,( - - ) - u n ( - ) ts i s - ( - - - - - ),None,Fingernail
SK-21_fingernail-1,,SK,21_fingernail,"mɨ̃ntsis,mɨ̃tsis",mɨ̃ntsis,m ɨ ∼ ts i s,None,Valenzuela2023,21,,,,( - - ) m ɨ ∼ ( - ) ts i s - ( - - - - - ),None,Fingernail
Kap-21_fingernail-1,,Kap,21_fingernail,mɨ̃ntsis,mɨ̃ntsis,m !ɨ̃/ɨ n ts i s,None,Valenzuela2023,21,,,,( - - ) m !ɨ̃/ɨ n ( - ) ts i s - ( - - - - - ),None,Fingernail
Mar-21_fingernail-1,,Mar,21_fingernail,mɨ̃tsisi,mɨ̃tsisi,m ɨ ∼ ts i s i,None,Valenzuela2023,21,,,,( - - ) m ɨ ∼ ( - ) ts i s i ( - - - - - ),None,Fingernail
Chak-21_fingernail-1,,Chak,21_fingernail,"mɨ̃tsis,mɨ̃tsisi",mɨ̃tsis,m ɨ ∼ ts i s,None,Valenzuela2023,21,,,,( - - ) m ɨ ∼ ( - ) ts i s - ( - - - - - ),None,Fingernail
Kax-21_fingernail-1,,Kax,21_fingernail,mɨ̃tʃisi,mɨ̃tʃisi,m ɨ ∼ tʃ i s i,None,Valenzuela2023,21,,,,( - - ) m ɨ ∼ ( - ) tʃ i s i ( - - - - - ),None,Fingernail
Yam-21_fingernail-1,,Yam,21_fingernail,"mitsis,mitsisi",mitsis,m i ts i s,None,Valenzuela2023,21,,,,( - - ) m i - ( - ) ts i s - ( - - - - - ),None,Fingernail
Chan-21_fingernail-1,,Chan,21_fingernail,bitsis(otsis),bitsis,b i ts i s,None,Valenzuela2023,21,,,,( - - ) b i - ( - ) ts i s - ( - - - - - ),None,Fingernail
Shar-21_fingernail-1,,Shar,21_fingernail,"mɨtsisi,otsisi",mɨtsisi,m ɨ ts i s i,None,Valenzuela2023,21,,,,( - - ) m ɨ - ( - ) ts i s i ( - - - - - ),None,Fingernail
ProPaTa-22_footleg-1,,ProPaTa,22_footleg,ta-,ta-,t a,None,Valenzuela2023,24,,,,( - - - - ) t a ( - - - - - - - ),103,"Foot,leg"
ProPa-22_footleg-1,,ProPa,22_footleg,ta-,ta-,t a,'foot',Valenzuela2023,24,,,,( - - - - ) t a ( - - - - - - - ),103,"Foot,leg"
Ksh-22_footleg-1,,Ksh,22_footleg,taɨ,taɨ,t a ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( - ɨ - - - - - ),103,"Foot,leg"
SK-22_footleg-1,,SK,22_footleg,taɨ,taɨ,t a ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( - ɨ - - - - - ),103,"Foot,leg"
Kap-22_footleg-1,,Kap,22_footleg,taʔɨ,taʔɨ,t a ʔ ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( ʔ ɨ - - - - - ),103,"Foot,leg"
Mar-22_footleg-1,,Mar,22_footleg,taɨ,taɨ,t a ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( - ɨ - - - - - ),103,"Foot,leg"
Chak-22_footleg-1,,Chak,22_footleg,taʔɨ,taʔɨ,t a ʔ ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( ʔ ɨ - - - - - ),103,"Foot,leg"
Kax-22_footleg-1,,Kax,22_footleg,taʔɨ,taʔɨ,t a ʔ ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( ʔ ɨ - - - - - ),103,"Foot,leg"
Yam-22_footleg-1,,Yam,22_footleg,"taɨ,taɨ̃",taɨ,t a ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( - ɨ - - - - - ),103,"Foot,leg"
Chan-22_footleg-1,,Chan,22_footleg,taɨ,taɨ,t a ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( - ɨ - - - - - ),103,"Foot,leg"
Shar-22_footleg-1,,Shar,22_footleg,"taɨ,taɨn",taɨ,t a ɨ,None,Valenzuela2023,24,,,,( - - - - ) t a ( - ɨ - - - - - ),103,"Foot,leg"
ProPaTa-23_lipedge-1,,ProPaTa,23_lipedge,kʷɨ~kɨ-,kʷɨ,kʷ ɨ,None,Valenzuela2023,32,,,,( - - ) kʷ ɨ ( - - - - - - - - ),59,"Lip,edge"
ProPa-23_lipedge-1,,ProPa,23_lipedge,kʷɨ-,kʷɨ-,kʷ ɨ,None,Valenzuela2023,32,,,,( - - ) kʷ ɨ ( - - - - - - - - ),59,"Lip,edge"
Ksh-23_lipedge-1,,Ksh,23_lipedge,kʷɨβi-,kʷɨβi-,kʷ ɨ β i,None,Valenzuela2023,32,,,,( - - ) kʷ ɨ ( β i - - - - - - ),59,"Lip,edge"
SK-23_lipedge-1,,SK,23_lipedge,kɨβi-,kɨβi-,k ɨ β i,None,Valenzuela2023,32,,,,( - - ) k ɨ ( β i - - - - - - ),59,"Lip,edge"
Chak-23_lipedge-1,,Chak,23_lipedge,kɨβitʃi,kɨβitʃi,k ɨ β i tʃ i,None,Valenzuela2023,32,,,,( - - ) k ɨ ( β i tʃ i - - - - ),59,"Lip,edge"
Shar-23_lipedge-1,,Shar,23_lipedge,kuɸirisika,kuɸirisika,k u ɸ i r i s i k a,None,Valenzuela2023,32,,,,( - - ) k u ( ɸ i r i s i k a ),59,"Lip,edge"
ProPaTa-24_cheek-1,,ProPaTa,24_cheek,tamu,tamu,t a m u,None,Valenzuela2023,9,,,,( - - - - ) t a m u,105,Cheek
ProPa-24_cheek-1,,ProPa,24_cheek,tamo,tamo,t a m o,None,Valenzuela2023,9,,,,( - - - - ) t a m o,105,Cheek
Ksh-24_cheek-1,,Ksh,24_cheek,tamo,tamo,t a m o,None,Valenzuela2023,9,,,,( - - - - ) t a m o,105,Cheek
SK-24_cheek-1,,SK,24_cheek,tamo,tamo,t a m o,None,Valenzuela2023,9,,,,( - - - - ) t a m o,105,Cheek
Kap-24_cheek-1,,Kap,24_cheek,tamo,tamo,t a m o,None,Valenzuela2023,9,,,,( - - - - ) t a m o,105,Cheek
Mar-24_cheek-1,,Mar,24_cheek,tambo,tambo,t a m.b o,/m/ as superscript,Valenzuela2023,9,,,,( - - - - ) t a m.b o,105,Cheek
Chak-24_cheek-1,,Chak,24_cheek,tamo,tamo,t a m o,None,Valenzuela2023,9,,,,( - - - - ) t a m o,105,Cheek
Kax-24_cheek-1,,Kax,24_cheek,tamu,tamu,t a m u,None,Valenzuela2023,9,,,,( - - - - ) t a m u,105,Cheek
Yam-24_cheek-1,,Yam,24_cheek,"tamo,tamõ",tamo,t a m o,None,Valenzuela2023,9,,,,( - - - - ) t a m o,105,Cheek
Shar-24_cheek-1,,Shar,24_cheek,"tamo,tamon",tamo,t a m o,None,Valenzuela2023,9,,,,( - - - - ) t a m o,105,Cheek
ProPaTa-25_mouth-1,,ProPaTa,25_mouth,kʷeʂa,kʷeʂa,kʷ e ʂ a,None,Valenzuela2023,35,,,,( - - ) kʷ e ʂ a ( - - ),None,Mouth
ProPa-25_mouth-1,,ProPa,25_mouth,kʷɨʂa[CV],kʷɨʂa,kʷ ɨ ʂ a,None,Valenzuela2023,35,,,,( - - ) kʷ ɨ ʂ a ( - - ),None,Mouth
Ksh-25_mouth-1,,Ksh,25_mouth,kʷɨʂa,kʷɨʂa,kʷ ɨ ʂ a,None,Valenzuela2023,35,,,,( - - ) kʷ ɨ ʂ a ( - - ),None,Mouth
SK-25_mouth-1,,SK,25_mouth,kɨʂa,kɨʂa,k ɨ ʂ a,None,Valenzuela2023,35,,,,( - - ) k ɨ ʂ a ( - - ),None,Mouth
Kap-25_mouth-1,,Kap,25_mouth,kɨʂa,kɨʂa,k ɨ ʂ a,None,Valenzuela2023,35,,,,( - - ) k ɨ ʂ a ( - - ),None,Mouth
Mar-25_mouth-1,,Mar,25_mouth,kɨʃa,kɨʃa,k ɨ ʃ a,None,Valenzuela2023,35,,,,( - - ) k ɨ ʃ a ( - - ),None,Mouth
Kax-25_mouth-1,,Kax,25_mouth,kɨʂaka,kɨʂaka,k ɨ ʂ a k a,None,Valenzuela2023,35,,,,( - - ) k ɨ ʂ a ( k a ),None,Mouth
Yam-25_mouth-1,,Yam,25_mouth,"kɨʂã,kɨʂamã",kɨʂã,k ɨ ʂ !ã/a,None,Valenzuela2023,35,,,,( - - ) k ɨ ʂ !ã/a ( - - ),None,Mouth
Chan-25_mouth-1,,Chan,25_mouth,"kɨʃa,kɨʂa",kɨʃa,k ɨ ʃ a,None,Valenzuela2023,35,,,,( - - ) k ɨ ʃ a ( - - ),None,Mouth
Shar-25_mouth-1,,Shar,25_mouth,"kɨʂa,kɨʂan",kɨʂa,k ɨ ʂ a,None,Valenzuela2023,35,,,,( - - ) k ɨ ʂ a ( - - ),None,Mouth
ProPaTa-26_elbow-1,,ProPaTa,26_elbow,baṣu,baṣu,b a s u,None,Valenzuela2023,19,,,,( - - - - - - ) b a ( - ) s u ( - - - - - - - - - ),None,Elbow
ProPa-26_elbow-1,,ProPa,26_elbow,βaʂ(u)-,βaʂ-,β a ʂ,None,Valenzuela2023,19,,,,( - - - - - - ) β a ( - ) ʂ - ( - - - - - - - - - ),None,Elbow
Ksh-26_elbow-1,,Ksh,26_elbow,banbuxu,banbuxu,b a n b u x u,None,Valenzuela2023,19,,,,( - - - b a n ) b u ( - ) x u ( - - - - - - - - - ),None,Elbow
SK-26_elbow-1,,SK,26_elbow,põtõko,põtõko,p !õ/o t o ~ k o,None,Valenzuela2023,19,,,,( - - - - - - ) - - ( - ) - - ( p !õ/o - t o ~ - k o ),None,Elbow
Kap-26_elbow-1,,Kap,26_elbow,baʂpoʂko,baʂpoʂko,b a ʂ p o ʂ k o,None,Valenzuela2023,19,,,,( - - - - - - ) b a ( - ) ʂ - ( p o ʂ - - - - k o ),None,Elbow
Chak-26_elbow-1,,Chak,26_elbow,baspoto,baspoto,b a s p o t o,None,Valenzuela2023,19,,,,( - - - - - - ) b a ( - ) s - ( p o - t o - - - - ),None,Elbow
Kax-26_elbow-1,,Kax,26_elbow,paxuxu,paxuxu,p a x u x u,None,Valenzuela2023,19,,,,( - - - - - - ) p a ( - ) x u ( x u - - - - - - - ),None,Elbow
Yam-26_elbow-1,,Yam,26_elbow,po-to-ṣ̌ko,po-to-ṣ̌ko,p o + t o + ʃ k o,None,Valenzuela2023,19,,,,( - - - - - - ) - - ( - ) - - ( p o + t o + ʃ k o ),None,Elbow
Shan-1_tree-1,,Shan,1_tree,iwi,iwi,i w i,None,Valenzuela2023,45,,,,- i w i ( - - ),47,Tree
Kat-1_tree-1,,Kat,1_tree,hiwi,hiwi,h i w i,None,Valenzuela2023,45,,,,h i w i ( - - ),47,Tree
Poy-1_tree-1,,Poy,1_tree,iwi,iwi,i w i,None,Valenzuela2023,45,,,,- i w i ( - - ),47,Tree
Ama-1_tree-1,,Ama,1_tree,hiː,hiː,h !iː/i,None,Valenzuela2023,45,,,,h !iː/i - - ( - - ),47,Tree
HanKax-1_tree-1,,HanKax,1_tree,hi,hi,h i,None,Valenzuela2023,45,,,,h i - - ( - - ),47,Tree
Maw-1_tree-1,,Maw,1_tree,iwi,iwi,i w i,None,Valenzuela2023,45,,,,- i w i ( - - ),47,Tree
Kor-1_tree-1,,Kor,1_tree,iwi,iwi,i w i,None,Valenzuela2023,45,,,,- i w i ( - - ),47,Tree
MatMay-1_tree-1,,MatMay,1_tree,iwi,iwi,i w i,None,Valenzuela2023,45,,,,- i w i ( - - ),47,Tree
Shan-2_tooth-1,,Shan,2_tooth,ʂɨta,ʂɨta,ʂ ɨ t a,None,Valenzuela2023,44,,,,( - - ) ʂ ɨ ( - t a ),96,Tooth
Kat-2_tooth-1,,Kat,2_tooth,ʂita,ʂita,ʂ i t a,None,Valenzuela2023,44,,,,( - - ) ʂ i ( - t a ),96,Tooth
Ama-2_tooth-1,,Ama,2_tooth,xɨta,xɨta,x ɨ t a,None,Valenzuela2023,44,,,,( - - ) x ɨ ( - t a ),96,Tooth
HanKax-2_tooth-1,,HanKax,2_tooth,ʂɨta,ʂɨta,ʂ ɨ t a,None,Valenzuela2023,44,,,,( - - ) ʂ ɨ ( - t a ),96,Tooth
Maw-2_tooth-1,,Maw,2_tooth,ʂɨta,ʂɨta,ʂ ɨ t a,None,Valenzuela2023,44,,,,( - - ) ʂ ɨ ( - t a ),96,Tooth
Yaw-2_tooth-1,,Yaw,2_tooth,ʂɨta,ʂɨta,ʂ ɨ t a,None,Valenzuela2023,44,,,,( - - ) ʂ ɨ ( - t a ),96,Tooth
Kor-2_tooth-1,,Kor,2_tooth,ʂɨta,ʂɨta,ʂ ɨ t a,None,Valenzuela2023,44,,,,( - - ) ʂ ɨ ( - t a ),96,Tooth
Mat-2_tooth-1,,Mat,2_tooth,ʂɨta,ʂɨta,ʂ ɨ t a,None,Valenzuela2023,44,,,,( - - ) ʂ ɨ ( - t a ),96,Tooth
MatMay-2_tooth-1,,MatMay,2_tooth,ʂɨta,ʂɨta,ʂ ɨ t a,None,Valenzuela2023,44,,,,( - - ) ʂ ɨ ( - t a ),96,Tooth
Shan-3_two-1,,Shan,3_two,rafu,rafu,r a f u,None,Valenzuela2023,46,,,,( r a - ) f u - - ( - - - - ),24,Two
Kat-3_two-1,,Kat,3_two,raβi,raβi,r a β i,None,Valenzuela2023,46,,,,( r a - ) β i - - ( - - - - ),24,Two
Poy-3_two-1,,Poy,3_two,raβu,raβu,r a β u,None,Valenzuela2023,46,,,,( r a - ) β u - - ( - - - - ),24,Two
Ama-3_two-1,,Ama,3_two,raβɨ,raβɨ,r a β ɨ,None,Valenzuela2023,46,,,,( r a - ) β ɨ - - ( - - - - ),24,Two
Maw-3_two-1,,Maw,3_two,raɸɨ,raɸɨ,r a ɸ ɨ,None,Valenzuela2023,46,,,,( r a - ) ɸ ɨ - - ( - - - - ),24,Two
Yaw-3_two-1,,Yaw,3_two,raβɨ,raβɨ,r a β ɨ,None,Valenzuela2023,46,,,,( r a - ) β ɨ - - ( - - - - ),24,Two
Kor-3_two-1,,Kor,3_two,ɬaβɨtpa,ɬaβɨtpa,ɬ a β ɨ t p a,None,Valenzuela2023,46,,,,( ɬ a - ) β ɨ t - ( p a - - ),24,Two
Mat-3_two-1,,Mat,3_two,dabɨdpa,dabɨdpa,d a b ɨ d p a,None,Valenzuela2023,46,,,,( d a - ) b ɨ d - ( p a - - ),24,Two
MatMay-3_two-1,,MatMay,3_two,daɨd,daɨd,d a ɨ d,None,Valenzuela2023,46,,,,( d a - ) - ɨ d - ( - - - - ),24,Two
Shan-4_liver-1,,Shan,4_liver,taka,taka,t a k a,None,Valenzuela2023,33,,,,( - - ) t a k a,104,Liver
Kat-4_liver-1,,Kat,4_liver,taka,taka,t a k a,None,Valenzuela2023,33,,,,( - - ) t a k a,104,Liver
Poy-4_liver-1,,Poy,4_liver,taka,taka,t a k a,None,Valenzuela2023,33,,,,( - - ) t a k a,104,Liver
Ama-4_liver-1,,Ama,4_liver,taka,taka,t a k a,None,Valenzuela2023,33,,,,( - - ) t a k a,104,Liver
HanKax-4_liver-1,,HanKax,4_liver,taka,taka,t a k a,None,Valenzuela2023,33,,,,( - - ) t a k a,104,Liver
Maw-4_liver-1,,Maw,4_liver,taka,taka,t a k a,None,Valenzuela2023,33,,,,( - - ) t a k a,104,Liver
Yaw-4_liver-1,,Yaw,4_liver,taka,taka,t a k a,None,Valenzuela2023,33,,,,( - - ) t a k a,104,Liver
Kor-4_liver-1,,Kor,4_liver,takʷa,takʷa,t a kʷ a,None,Valenzuela2023,33,,,,( - - ) t a kʷ a,104,Liver
Mat-4_liver-1,,Mat,4_liver,takua,takua,t a kʷ a,None,Valenzuela2023,33,,,,( - - ) t a kʷ a,104,Liver
MatMay-4_liver-1,,MatMay,4_liver,takʷa,takʷa,t a kʷ a,None,Valenzuela2023,33,,,,( - - ) t a kʷ a,104,Liver
Shan-5_leaftofan-1,,Shan,5_leaftofan,pɨj,pɨj,p ɨ i,None,Valenzuela2023,31,,,,( - - ) p ɨ - i,None,Leaf
Kat-5_leaftofan-1,,Kat,5_leaftofan,pɨi,pɨi,p ɨ i,None,Valenzuela2023,31,,,,( - - ) p ɨ - i,None,Leaf
Poy-5_leaftofan-1,,Poy,5_leaftofan,puy,puy,p u i,None,Valenzuela2023,31,,,,( - - ) p u - i,None,Leaf
Ama-5_leaftofan-1,,Ama,5_leaftofan,pɨʔi,pɨʔi,p ɨ ʔ i,None,Valenzuela2023,31,,,,( - - ) p ɨ ʔ i,None,Leaf
HanKax-5_leaftofan-1,,HanKax,5_leaftofan,pɨi,pɨi,p ɨ i,None,Valenzuela2023,31,,,,( - - ) p ɨ - i,None,Leaf
Maw-5_leaftofan-1,,Maw,5_leaftofan,pɨi,pɨi,p ɨ i,None,Valenzuela2023,31,,,,( - - ) p ɨ - i,None,Leaf
Yaw-5_leaftofan-1,,Yaw,5_leaftofan,pɨi,pɨi,p ɨ i,None,Valenzuela2023,31,,,,( - - ) p ɨ - i,None,Leaf
Mat-5_leaftofan-1,,Mat,5_leaftofan,pɨi,pɨi,p ɨ i,None,Valenzuela2023,31,,,,( - - ) p ɨ - i,None,Leaf
MatMay-5_leaftofan-1,,MatMay,5_leaftofan,pɨ,pɨ,p ɨ,None,Valenzuela2023,31,,,,( - - ) p ɨ - -,None,Leaf
Shan-6_bone-1,,Shan,6_bone,ʂaw,ʂaw,ʂ a !w/o,"Shell (1975: 174, 398) and Oliveira (2014: 459, 398) reconstruct *ʂao. Kasharari presents the form ʂahu [ʂa'hwu] (Lanes 2005, in Oliveira 2014). For Matses/Mayoruna we consider as evidence the final consonant in mɨ-ʂ‘wrist bone’, taɨ-ʂ‘ankle bone’, and ʂomoʂ‘needle made of bone’ (Fleck et al. 2012).",Valenzuela2023,5,,,,( - - - ) ʂ a ( - ) !w/o,93,Bone
Kat-6_bone-1,,Kat,6_bone,ʃau,ʃau,ʃ a u,None,Valenzuela2023,5,,,,( - - - ) ʃ a ( - ) u,93,Bone
Poy-6_bone-1,,Poy,6_bone,haw,haw,h a !w/u,None,Valenzuela2023,5,,,,( - - - ) h a ( - ) !w/u,93,Bone
Ama-6_bone-1,,Ama,6_bone,xao,xao,x a o,None,Valenzuela2023,5,,,,( - - - ) x a ( - ) o,93,Bone
HanKax-6_bone-1,,HanKax,6_bone,ʂau,ʂau,ʂ a u,None,Valenzuela2023,5,,,,( - - - ) ʂ a ( - ) u,93,Bone
Maw-6_bone-1,,Maw,6_bone,ʂao,ʂao,ʂ a o,None,Valenzuela2023,5,,,,( - - - ) ʂ a ( - ) o,93,Bone
Yaw-6_bone-1,,Yaw,6_bone,ʃau,ʃau,ʃ a u,None,Valenzuela2023,5,,,,( - - - ) ʃ a ( - ) u,93,Bone
MatMay-6_bone-1,,MatMay,6_bone,"mɨ-ʂ,taɨ-ʂ,ʂomoʂ",mɨ-ʂ,m ɨ + ʂ,"'wrist bone','ankle bone','needle made of bone'",Valenzuela2023,5,,,,( m ɨ + ) ʂ - ( - ) -,93,Bone
Shan-7_tongue-1,,Shan,7_tongue,ana,ana,a n a,None,Valenzuela2023,43,,,,( - - - ) - a n ( - ) a,46,Tongue
Kat-7_tongue-1,,Kat,7_tongue,ana,ana,a n a,None,Valenzuela2023,43,,,,( - - - ) - a n ( - ) a,46,Tongue
Poy-7_tongue-1,,Poy,7_tongue,ãda,ãda,a ~.d a,None,Valenzuela2023,43,,,,( - - - ) - a ~.d ( - ) a,46,Tongue
Ama-7_tongue-1,,Ama,7_tongue,hana,hana,h a n a,None,Valenzuela2023,43,,,,( - - - ) h a n ( - ) a,46,Tongue
HanKax-7_tongue-1,,HanKax,7_tongue,hana,hana,h a n a,None,Valenzuela2023,43,,,,( - - - ) h a n ( - ) a,46,Tongue
Maw-7_tongue-1,,Maw,7_tongue,ana,ana,a n a,None,Valenzuela2023,43,,,,( - - - ) - a n ( - ) a,46,Tongue
Yaw-7_tongue-1,,Yaw,7_tongue,anna,anna,a n n a,None,Valenzuela2023,43,,,,( - - - ) - a n ( n ) a,46,Tongue
Kor-7_tongue-1,,Kor,7_tongue,ana,ana,a n a,None,Valenzuela2023,43,,,,( - - - ) - a n ( - ) a,46,Tongue
Mat-7_tongue-1,,Mat,7_tongue,ana,ana,a n a,None,Valenzuela2023,43,,,,( - - - ) - a n ( - ) a,46,Tongue
Ama-8_hand-1,,Ama,8_hand,mɨkɨ̃,mɨkɨ̃,m ɨ k ɨ ~,None,Valenzuela2023,27,,,,( - - ) m ɨ ( k ɨ ~ - - - ),70,Hand
HanKax-8_hand-1,,HanKax,8_hand,mɨkɨ̃,mɨkɨ̃,m ɨ k ɨ ~,None,Valenzuela2023,27,,,,( - - ) m ɨ ( k ɨ ~ - - - ),70,Hand
Maw-8_hand-1,,Maw,8_hand,mɨkɨ,mɨkɨ,m ɨ k ɨ,None,Valenzuela2023,27,,,,( - - ) m ɨ ( k ɨ - - - - ),70,Hand
Mat-8_hand-1,,Mat,8_hand,mɨkɨn,mɨkɨn,m ɨ k ɨ n,None,Valenzuela2023,27,,,,( - - ) m ɨ ( k ɨ n - - - ),70,Hand
MatMay-8_hand-1,,MatMay,8_hand,mɨdante,mɨdante,m ɨ d a n t e,None,Valenzuela2023,27,,,,( - - ) m ɨ ( d a n t e - ),70,Hand
Shan-9_night-1,,Shan,9_night,yamɨ,yamɨ,j a m ɨ,None,Valenzuela2023,37,,,,( - j a ) m ɨ - - ( - - - - - ),71,Night
Kat-9_night-1,,Kat,9_night,yamɨ,yamɨ,j a m ɨ,None,Valenzuela2023,37,,,,( - j a ) m ɨ - - ( - - - - - ),71,Night
Poy-9_night-1,,Poy,9_night,iãvu,iãvu,i a ~.b u,None,Valenzuela2023,37,,,,( - i a ) ~.b u - - ( - - - - - ),71,Night
Ama-9_night-1,,Ama,9_night,yamɨː,yamɨː,j a m !ɨː/ɨ,None,Valenzuela2023,37,,,,( - j a ) m !ɨː/ɨ - - ( - - - - - ),71,Night
HanKax-9_night-1,,HanKax,9_night,yamɨ,yamɨ,j a m ɨ,None,Valenzuela2023,37,,,,( - j a ) m ɨ - - ( - - - - - ),71,Night
Maw-9_night-1,,Maw,9_night,yamɨ,yamɨ,j a m ɨ,None,Valenzuela2023,37,,,,( - j a ) m ɨ - - ( - - - - - ),71,Night
Yaw-9_night-1,,Yaw,9_night,iamɨ,iamɨ,i a m ɨ,None,Valenzuela2023,37,,,,( - i a ) m ɨ - - ( - - - - - ),71,Night
Kor-9_night-1,,Kor,9_night,imɨt,imɨt,i m ɨ t,None,Valenzuela2023,37,,,,( - - i ) m ɨ t - ( - - - - - ),71,Night
Mat-9_night-1,,Mat,9_night,imɨd,imɨd,i m ɨ d,None,Valenzuela2023,37,,,,( - - i ) m ɨ d - ( - - - - - ),71,Night
Shan-10_skin-1,,Shan,10_skin,fitʃi,fitʃi,f i tʃ i,None,Valenzuela2023,39,,,,( - - ) f i tʃ i,22,Skin
HanKax-10_skin-1,,HanKax,10_skin,bitʃi,bitʃi,b i tʃ i,None,Valenzuela2023,39,,,,( - - ) b i tʃ i,22,Skin
Maw-10_skin-1,,Maw,10_skin,ɸitʃi,ɸitʃi,ɸ i tʃ i,None,Valenzuela2023,39,,,,( - - ) ɸ i tʃ i,22,Skin
Yaw-10_skin-1,,Yaw,10_skin,βɨtʃi,βɨtʃi,β ɨ tʃ i,None,Valenzuela2023,39,,,,( - - ) β ɨ tʃ i,22,Skin
Mat-10_skin-1,,Mat,10_skin,bitsi,bitsi,b i ts i,None,Valenzuela2023,39,,,,( - - ) b i ts i,22,Skin
MatMay-10_skin-1,,MatMay,10_skin,bitsi,bitsi,b i ts i,None,Valenzuela2023,39,,,,( - - ) b i ts i,22,Skin
