ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	SUBGROUP	CONCEPTINSOURCE	SHELL
833	EseEjja	DO (TR.),AUXILIARY (TR.)	a-ka-	a-ka-	a + k a		16	Tacanan	DO (TR.),AUXILIARY (TR.)	1
642	Proto-Pano-Takana	DO COMING	-bɨ	-bɨ	b ɨ		17		DO COMING	
643	Proto-Pano	DO COMING	-βɨ[...]	-βɨ	β ɨ	Guillaume 2017:254	17	Panoan	DO COMING	
644	Kakataibo	DO COMING	-bɨtsin	-bɨtsin	b ɨ ts i n		17	Panoan	DO COMING	
645	ShipiboKonibo	DO COMING	-bɨiran	-bɨiran	b ɨ i r a n		17	Panoan	DO COMING	
646	Chacobo	DO COMING	-bɨna	-bɨna	b ɨ n a		17	Panoan	DO COMING	
647	Yaminawa	DO COMING	-ɸɨran	-ɸɨran	ɸ ɨ r a n		17	Panoan	DO COMING	
736	Amawaka	DO COMING	-vɨran	-vɨran	v ɨ r a n		17	Panoan	DO COMING	
737	Matses	DO COMING	-bɨtsen	-bɨtsen	b ɨ ts e n		17	Panoan	DO COMING	
808	Proto-Takana	DO COMING	-be	-be	b e	Guillaume 2017:233	17	Tacanan	DO COMING	
809	Tacanan	DO COMING	-be	-be	b e		17	Tacanan	DO COMING	
810	Reyesano	DO COMING	-bebe/-	-bebe	b e b e		17	Panoan	DO COMING	
811	Cavinena	DO COMING	-be	-be	b e		17	Tacanan	DO COMING	
812	EseEjja	DO COMING	-jebe	-jebe	j e b e		17	Tacanan	DO COMING	
702	Proto-Pano-Takana	ERGATIVE	-N[a]	-Na	!N/n a		18		ERGATIVE	
703	Proto-Pano	ERGATIVE	-n	-n	n		18	Panoan	ERGATIVE	
704	Kakataibo	ERGATIVE	=(a)n	=n	n		18	Panoan	ERGATIVE	
705	ShipiboKonibo	ERGATIVE	=n	=n	n		18	Panoan	ERGATIVE	
706	Kapanawa	ERGATIVE	-n	-n	n		18	Panoan	ERGATIVE	
765	Matses	ERGATIVE	-n	-n	n		18	Panoan	ERGATIVE	
843	Proto-Takana	ERGATIVE	-ra	-ra	r a	Girard additionally lists -a for Warayo.	18	Tacanan	ERGATIVE	
844	Tacanan	ERGATIVE	-a	-a	a		18	Tacanan	ERGATIVE	
845	Cavinena	ERGATIVE	-ra	-ra	r a		18	Tacanan	ERGATIVE	
846	EseEjja	ERGATIVE	-(y)a	-a	a		18	Tacanan	ERGATIVE	
243	Proto-Pano-Takana	Elbow	baṣu	baṣu	b a s u		19		Elbow	
244	Proto-Pano	Elbow	βaʂ(u)-	βaʂ-	β a ʂ		19	Panoan	Elbow	
245	Kakataibo	Elbow	banbuxu	banbuxu	b a n b u x u		19	Panoan	Elbow	
246	ShipiboKonibo	Elbow	põtõko	põtõko	p õ t õ k o		19	Panoan	Elbow	
247	Kapanawa	Elbow	baʂpoʂko	baʂpoʂko	b a ʂ p o ʂ k o		19	Panoan	Elbow	
248	Chacobo	Elbow	baspoto	baspoto	b a s p o t o		19	Panoan	Elbow	
249	Kaxarari	Elbow	paxuxu	paxuxu	p a x u x u		19	Panoan	Elbow	
250	Yaminawa	Elbow	po-to-ṣ̌ko	po-to-ṣ̌ko	p o + t o + ʃ k o		19	Panoan	Elbow	
439	Amawaka	Elbow	vapoxko	vapoxko	v a p o x k o		19	Panoan	Elbow	
440	Kaxinawa	Elbow	baʂtunku	baʂtunku	b a ʂ t u n k u		19	Panoan	Elbow	
441	Matis	Elbow	mɨntʂinβuru	mɨntʂinβuru	m ɨ n tʂ i n β u r u		19	Panoan	Elbow	
442	Matses	Elbow	mɨntsimpis	mɨntsimpis	m ɨ n ts i m p i s		19	Panoan	Elbow	
591	Proto-Takana	Elbow	-baṭṣu	-baṭṣu	b a ts u		19	Tacanan	Elbow	
592	Tacanan	Elbow	e-ba-cu	e-ba-cu	e + b a + tʂ u		19	Tacanan	Elbow	
593	Reyesano	Elbow	e-mba-co/-	e-mba-co	e + m.b a + tʂ o		19	Panoan	Elbow	
594	EseEjja	Elbow	e-bašo	e-bašo	e + b a ʃ o		19	Tacanan	Elbow	
595	Warayo	Elbow	e-bašo	e-bašo	e + b a ʃ o		19	Tacanan	Elbow	
596	Tiatinawa	Elbow	wacu	wacu	w a tʂ u		19	Tacanan	Elbow	
597	Arasa	Elbow	ebaša	ebaša	e b a ʃ a		19	Tacanan	Elbow	
185	Proto-Pano-Takana	Fat	ʂɨNi	ʂɨNi	ʂ ɨ !N/n i		20		Fat	99
186	Proto-Pano	Fat	ʂɨni	ʂɨni	ʂ ɨ n i		20	Panoan	Fat	99
187	Kakataibo	Fat	ʂɨni	ʂɨni	ʂ ɨ n i		20	Panoan	Fat	99
188	ShipiboKonibo	Fat	ʂɨni	ʂɨni	ʂ ɨ n i		20	Panoan	Fat	99
189	Kapanawa	Fat	ʂɨni	ʂɨni	ʂ ɨ n i		20	Panoan	Fat	99
190	Marubo	Fat	ʂɨni	ʂɨni	ʂ ɨ n i		20	Panoan	Fat	99
191	Chacobo	Fat	ʂɨni	ʂɨni	ʂ ɨ n i		20	Panoan	Fat	99
192	Yaminawa	Fat	ʂɨnĩ	ʂɨnĩ	ʂ ɨ n ĩ		20	Panoan	Fat	99
193	Chaninawa	Fat	ʃɨdi,ʃidi,ʂidi	ʃɨdi	ʃ ɨ d i		20	Panoan	Fat	99
194	Sharanawa	Fat	ʂɨni	ʂɨni	ʂ ɨ n i		20	Panoan	Fat	99
396	Shanenawa	Fat	ʂɨni	ʂɨni	ʂ ɨ n i		20	Panoan	Fat	99
397	Katukina	Fat	ʃɨni	ʃɨni	ʃ ɨ n i		20	Panoan	Fat	99
398	Poyanawa	Fat	hãdi	hãdi	h ã d i		20	Panoan	Fat	99
399	Amawaka	Fat	xɨni	xɨni	x ɨ n i		20	Panoan	Fat	99
400	Kaxinawa	Fat	ʂɨni	ʂɨni	ʂ ɨ n i		20	Panoan	Fat	99
401	Marinawa	Fat	ʂɨni	ʂɨni	ʂ ɨ n i		20	Panoan	Fat	99
402	Yawanawa	Fat	ʂɨni	ʂɨni	ʂ ɨ n i		20	Panoan	Fat	99
403	Korubo	Fat	ʃɨni	ʃɨni	ʃ ɨ n i		20	Panoan	Fat	99
404	Matis	Fat	ʂɨni	ʂɨni	ʂ ɨ n i		20	Panoan	Fat	99
560	Proto-Takana	Fat	ṭṣeri	ṭṣeri	ts e r i		20	Tacanan	Fat	99
561	Tacanan	Fat	e-cei	e-cei	e + tʂ e i		20	Tacanan	Fat	99
562	Cavinena	Fat	e-ceri	e-ceri	e + tʂ e r i		20	Tacanan	Fat	99
563	EseEjja	Fat	e-sei	e-sei	e + s e i		20	Tacanan	Fat	99
564	Arasa	Fat	ésey	ésey	!é/e s e j		20	Tacanan	Fat	99
195	Proto-Pano-Takana	Fingernail	mɨ-tsizi	mɨ-tsizi	m ɨ + ts i z i		21		Fingernail	
196	Proto-Pano	Fingernail	mɨ̃-tsis[i]	mɨ̃-tsisi	m ɨ̃ + ts i s i		21	Panoan	Fingernail	
197	Kakataibo	Fingernail	Untsis,untsɨs	Untsis	u n ts i s		21	Panoan	Fingernail	
198	ShipiboKonibo	Fingernail	mɨ̃ntsis,mɨ̃tsis	mɨ̃ntsis	m ɨ̃ n ts i s		21	Panoan	Fingernail	
199	Kapanawa	Fingernail	mɨ̃ntsis	mɨ̃ntsis	m ɨ̃ n ts i s		21	Panoan	Fingernail	
200	Marubo	Fingernail	mɨ̃tsisi	mɨ̃tsisi	m ɨ̃ ts i s i		21	Panoan	Fingernail	
201	Chacobo	Fingernail	mɨ̃tsis,mɨ̃tsisi	mɨ̃tsis	m ɨ̃ ts i s		21	Panoan	Fingernail	
202	Kaxarari	Fingernail	mɨ̃tʃisi	mɨ̃tʃisi	m ɨ̃ tʃ i s i		21	Panoan	Fingernail	
203	Yaminawa	Fingernail	mitsis,mitsisi	mitsis	m i ts i s		21	Panoan	Fingernail	
204	Chaninawa	Fingernail	bitsis(otsis)	bitsis	b i ts i s		21	Panoan	Fingernail	
205	Sharanawa	Fingernail	mɨtsisi,otsisi	mɨtsisi	m ɨ ts i s i		21	Panoan	Fingernail	
405	Shanenawa	Fingernail	mɨtʃiʃi	mɨtʃiʃi	m ɨ tʃ i ʃ i		21	Panoan	Fingernail	
406	Katukina	Fingernail	mɨ̃tʃiʃi	mɨ̃tʃiʃi	m ɨ̃ tʃ i ʃ i		21	Panoan	Fingernail	
407	Amawaka	Fingernail	mɨntsis	mɨntsis	m ɨ n ts i s		21	Panoan	Fingernail	
408	Kaxinawa	Fingernail	mɨ̃tsis	mɨ̃tsis	m ɨ̃ ts i s		21	Panoan	Fingernail	
409	Marinawa	Fingernail	mɨ̃tsisi	mɨ̃tsisi	m ɨ̃ ts i s i		21	Panoan	Fingernail	
410	Yawanawa	Fingernail	mɨtsisi	mɨtsisi	m ɨ ts i s i		21	Panoan	Fingernail	
411	Korubo	Fingernail	mɨtʃiun	mɨtʃiun	m ɨ tʃ i u n		21	Panoan	Fingernail	
412	Matis	Fingernail	mɨntis	mɨntis	m ɨ n t i s		21	Panoan	Fingernail	
413	Matses	Fingernail	mɨntsis	mɨntsis	m ɨ n ts i s		21	Panoan	Fingernail	
565	Proto-Takana	Fingernail	metiji	metiji	m e t i j i		21	Tacanan	Fingernail	
566	Tacanan	Fingernail	e-me-haca	e-me-haca	e + m e + h a tʂ a		21	Tacanan	Fingernail	
567	Reyesano	Fingernail	-/emechuja,emetichi	-		'fingers','nails'	21	Panoan	Fingernail	
568	Cavinena	Fingernail	e-me-šoro	e-me-šoro	e + m e + ʃ o r o	'nail'	21	Tacanan	Fingernail	
569	EseEjja	Fingernail	e-me-kiše	e-me-kiše	e + m e + k i ʃ e	'nail'	21	Tacanan	Fingernail	
104	Proto-Pano-Takana	Fire	tsiʔi	tsiʔi	ts i ʔ i		22		Fire	
105	Proto-Pano	Fire	tsiʔi	tsiʔi	ts i ʔ i		22	Panoan	Fire	
106	Kakataibo	Fire	tʃii	tʃii	tʃ i i		22	Panoan	Fire	
107	ShipiboKonibo	Fire	tʃii	tʃii	tʃ i i		22	Panoan	Fire	
108	Kapanawa	Fire	tʃiʔi	tʃiʔi	tʃ i ʔ i		22	Panoan	Fire	
109	Marubo	Fire	tʃi	tʃi	tʃ i		22	Panoan	Fire	
110	Chacobo	Fire	tʃiʔi	tʃiʔi	tʃ i ʔ i		22	Panoan	Fire	
111	Kaxarari	Fire	tʃiʔi	tʃiʔi	tʃ i ʔ i		22	Panoan	Fire	
112	Yaminawa	Fire	tʃii	tʃii	tʃ i i		22	Panoan	Fire	
113	Chaninawa	Fire	tʃii	tʃii	tʃ i i		22	Panoan	Fire	
114	Sharanawa	Fire	tʃii	tʃii	tʃ i i		22	Panoan	Fire	
333	Shanenawa	Fire	tʃi	tʃi	tʃ i		22	Panoan	Fire	
334	Katukina	Fire	tʃii	tʃii	tʃ i i		22	Panoan	Fire	
335	Amawaka	Fire	tʃiʔi	tʃiʔi	tʃ i ʔ i		22	Panoan	Fire	
336	Kaxinawa	Fire	tʃi	tʃi	tʃ i		22	Panoan	Fire	
337	Marinawa	Fire	tʃi	tʃi	tʃ i		22	Panoan	Fire	
338	Yawanawa	Fire	tʃi	tʃi	tʃ i		22	Panoan	Fire	
518	Proto-Takana	Fire	ti	ti	t i		22	Tacanan	Fire	
519	Tacanan	Fire	e-ti-ře	e-ti-ře	e + t i + ɽ e		22	Tacanan	Fire	
520	Reyesano	Fire	-ti-/-	-ti-	t i		22	Panoan	Fire	
521	Araona	Fire	etesi	etesi	e t e s i		22	Tacanan	Fire	
522	Cavinena	Fire	e-tiki	e-tiki	e + t i k i		22	Tacanan	Fire	
174	Proto-Pano-Takana	Flesh	Nami	Nami	!N/n a m i		23		Flesh	78
175	Proto-Pano	Flesh	nami	nami	n a m i	Additional cognates refering to body parts	23	Panoan	Flesh	78
176	Kakataibo	Flesh	nami	nami	n a m i		23	Panoan	Flesh	78
177	ShipiboKonibo	Flesh	nami	nami	n a m i		23	Panoan	Flesh	78
178	Kapanawa	Flesh	nami	nami	n a m i		23	Panoan	Flesh	78
179	Marubo	Flesh	nami	nami	n a m i		23	Panoan	Flesh	78
180	Chacobo	Flesh	nami	nami	n a m i		23	Panoan	Flesh	78
181	Kaxarari	Flesh	lami	lami	l a m i		23	Panoan	Flesh	78
182	Yaminawa	Flesh	nami,nãmi	nami	n a m i		23	Panoan	Flesh	78
183	Chaninawa	Flesh	nabi,dami	nabi	n a b i		23	Panoan	Flesh	78
184	Sharanawa	Flesh	nami,namin	nami	n a m i		23	Panoan	Flesh	78
387	Shanenawa	Flesh	nami	nami	n a m i		23	Panoan	Flesh	78
388	Katukina	Flesh	nami	nami	n a m i		23	Panoan	Flesh	78
389	Poyanawa	Flesh	nãbi	nãbi	n ã b i		23	Panoan	Flesh	78
390	Amawaka	Flesh	nami	nami	n a m i		23	Panoan	Flesh	78
391	Kaxinawa	Flesh	nami	nami	n a m i		23	Panoan	Flesh	78
392	Marinawa	Flesh	nami	nami	n a m i		23	Panoan	Flesh	78
393	Yawanawa	Flesh	nami	nami	n a m i		23	Panoan	Flesh	78
394	Matis	Flesh	nami	nami	n a m i		23	Panoan	Flesh	78
395	Matses	Flesh	nami	nami	n a m i		23	Panoan	Flesh	78
552	Proto-Takana	Flesh	ɾami	ɾami	ɾ a m i		23	Tacanan	Flesh	78
553	Tacanan	Flesh	yami	yami	j a m i		23	Tacanan	Flesh	78
554	Reyesano	Flesh	yami/eami	yami	j a m i		23	Panoan	Flesh	78
555	Araona	Flesh	yami	yami	j a m i		23	Tacanan	Flesh	78
556	Cavinena	Flesh	e-rami	e-rami	e + r a m i		23	Tacanan	Flesh	78
557	EseEjja	Flesh	eyami	eyami	e j a m i		23	Tacanan	Flesh	78
558	Warayo	Flesh	eyami	eyami	e j a m i		23	Tacanan	Flesh	78
559	Arasa	Flesh	éami	éami	!é/e a m i		23	Tacanan	Flesh	78
206	Proto-Pano-Takana	Foot,leg	ta-	ta-	t a		24		Foot,leg	103
207	Proto-Pano	Foot,leg	ta-	ta-	t a	'foot'	24	Panoan	Foot,leg	103
208	Kakataibo	Foot,leg	taɨ	taɨ	t a ɨ		24	Panoan	Foot,leg	103
209	ShipiboKonibo	Foot,leg	taɨ	taɨ	t a ɨ		24	Panoan	Foot,leg	103
210	Kapanawa	Foot,leg	taʔɨ	taʔɨ	t a ʔ ɨ		24	Panoan	Foot,leg	103
211	Marubo	Foot,leg	taɨ	taɨ	t a ɨ		24	Panoan	Foot,leg	103
212	Chacobo	Foot,leg	taʔɨ	taʔɨ	t a ʔ ɨ		24	Panoan	Foot,leg	103
213	Kaxarari	Foot,leg	taʔɨ	taʔɨ	t a ʔ ɨ		24	Panoan	Foot,leg	103
214	Yaminawa	Foot,leg	taɨ,taɨ̃	taɨ	t a ɨ		24	Panoan	Foot,leg	103
215	Chaninawa	Foot,leg	taɨ	taɨ	t a ɨ		24	Panoan	Foot,leg	103
216	Sharanawa	Foot,leg	taɨ,taɨn	taɨ	t a ɨ		24	Panoan	Foot,leg	103
414	Shanenawa	Foot,leg	taɨ	taɨ	t a ɨ		24	Panoan	Foot,leg	103
415	Katukina	Foot,leg	taɨ	taɨ	t a ɨ		24	Panoan	Foot,leg	103
416	Poyanawa	Foot,leg	tay	tay	t a j		24	Panoan	Foot,leg	103
417	Amawaka	Foot,leg	taʔɨ	taʔɨ	t a ʔ ɨ		24	Panoan	Foot,leg	103
418	Kaxinawa	Foot,leg	taɨ	taɨ	t a ɨ		24	Panoan	Foot,leg	103
419	Marinawa	Foot,leg	taɨ	taɨ	t a ɨ		24	Panoan	Foot,leg	103
420	Yawanawa	Foot,leg	tai	tai	t a i		24	Panoan	Foot,leg	103
421	Korubo	Foot,leg	taɨ	taɨ	t a ɨ		24	Panoan	Foot,leg	103
422	Matis	Foot,leg	taɨ	taɨ	t a ɨ		24	Panoan	Foot,leg	103
423	Matses	Foot,leg	taɨ	taɨ	t a ɨ		24	Panoan	Foot,leg	103
570	Proto-Takana	Foot,leg	ta-	ta-	t a	'leg'	24	Tacanan	Foot,leg	103
571	Tacanan	Foot,leg	e-ta-buce	e-ta-buce	e + t a + b u tʂ e	'shin bone'	24	Tacanan	Foot,leg	103
572	Mabenaro	Foot,leg	itha	itha	i tʰ a		24	Tacanan	Foot,leg	103
573	Cavinena	Foot,leg	awa-taka	awa-taka	a w a + t a k a	'tapir-foot (plant)'	24	Tacanan	Foot,leg	103
624	Proto-Pano-Takana	GENITIVE	-gʷi-n	-gʷi-n	gʷ i + n		25		GENITIVE	44
625	Proto-Pano	GENITIVE	-wɨ̃	-wɨ̃	w ɨ̃		25	Panoan	GENITIVE	44
626	Kakataibo	GENITIVE	=(a)n	=n	n		25	Panoan	GENITIVE	44
627	ShipiboKonibo	GENITIVE	-n	-n	n		25	Panoan	GENITIVE	44
628	Yaminawa	GENITIVE	-na,-fɨna	-na	n a		25	Panoan	GENITIVE	44
794	Proto-Takana	GENITIVE	-kʷe	-kʷe	kʷ e	Girard additionally lists -kwe for Warayo.	25	Tacanan	GENITIVE	44
795	Tacanan	GENITIVE	-ke	-ke	k e		25	Tacanan	GENITIVE	44
796	Reyesano	GENITIVE	ki-/-	ki-	k i	'possessive prefix'	25	Panoan	GENITIVE	44
797	Cavinena	GENITIVE	-kwe	-kwe	kʷ e		25	Tacanan	GENITIVE	44
798	EseEjja	GENITIVE	-kwe	-kwe	kʷ e		25	Tacanan	GENITIVE	44
639	Proto-Pano-Takana	GOING DOWN,DOWNWARD	-but[ɨ]	-butɨ	b u t ɨ		26		GOING DOWN,DOWNWARD	
640	Proto-Pano	GOING DOWN,DOWNWARD	-βut	-βut	β u t	For  pP  Girard  (1971:  163,  26)  proposes  *-bu  ‘down’,  while  we  consider  *-but  more  accurate  based  on Matses/Mayoruna -budand Kakataibo -but.	26	Panoan	GOING DOWN,DOWNWARD	
641	Kakataibo	GOING DOWN,DOWNWARD	-but	-but	b u t		26	Panoan	GOING DOWN,DOWNWARD	
735	Matses	GOING DOWN,DOWNWARD	-bud	-bud	b u d		26	Panoan	GOING DOWN,DOWNWARD	
802	Proto-Takana	GOING DOWN,DOWNWARD	-bu,-bute	-bu	b u	For first form, Girard additionally lists -anibuteni for Warisa. For second form, see footnote 67.	26	Tacanan	GOING DOWN,DOWNWARD	
803	Tacanan	GOING DOWN,DOWNWARD	e-bute-hi,-ute	e-bute-hi	e + b u t e + h i		26	Tacanan	GOING DOWN,DOWNWARD	
804	Reyesano	GOING DOWN,DOWNWARD	-/animabotia,-bute/-	-			26	Panoan	GOING DOWN,DOWNWARD	
805	Araona	GOING DOWN,DOWNWARD	-bote	-bote	b o t e		26	Tacanan	GOING DOWN,DOWNWARD	
806	Cavinena	GOING DOWN,DOWNWARD	e-bote,-bute/-butya	e-bote	e + b o t e		26	Tacanan	GOING DOWN,DOWNWARD	
807	EseEjja	GOING DOWN,DOWNWARD	'oke/-'okya	'oke	o k e		26	Tacanan	GOING DOWN,DOWNWARD	
74	Proto-Pano-Takana	Hand	mɨ-	mɨ-	m ɨ		27		Hand	70
75	Proto-Pano	Hand	mɨ-	mɨ-	m ɨ		27	Panoan	Hand	70
76	Kakataibo	Hand	mɨkɨ̃	mɨkɨ̃	m ɨ k ɨ̃		27	Panoan	Hand	70
77	ShipiboKonibo	Hand	mɨkɨ̃	mɨkɨ̃	m ɨ k ɨ̃		27	Panoan	Hand	70
78	Kapanawa	Hand	mɨkɨn	mɨkɨn	m ɨ k ɨ n		27	Panoan	Hand	70
79	Chacobo	Hand	mɨkɨnɨ	mɨkɨnɨ	m ɨ k ɨ n ɨ		27	Panoan	Hand	70
80	Kaxarari	Hand	mɨkɨlɨ	mɨkɨlɨ	m ɨ k ɨ l ɨ		27	Panoan	Hand	70
81	Yaminawa	Hand	mɨkɨ̃	mɨkɨ̃	m ɨ k ɨ̃		27	Panoan	Hand	70
82	Chaninawa	Hand	mɨkɨ	mɨkɨ	m ɨ k ɨ		27	Panoan	Hand	70
83	Sharanawa	Hand	mɨkɨ	mɨkɨ	m ɨ k ɨ		27	Panoan	Hand	70
313	Amawaka	Hand	mɨkɨ̃	mɨkɨ̃	m ɨ k ɨ̃		27	Panoan	Hand	70
314	Kaxinawa	Hand	mɨkɨ̃	mɨkɨ̃	m ɨ k ɨ̃		27	Panoan	Hand	70
315	Marinawa	Hand	mɨkɨ	mɨkɨ	m ɨ k ɨ		27	Panoan	Hand	70
316	Matis	Hand	mɨkɨn	mɨkɨn	m ɨ k ɨ n		27	Panoan	Hand	70
317	Matses	Hand	mɨdante	mɨdante	m ɨ d a n t e		27	Panoan	Hand	70
498	Proto-Takana	Hand	me-	me-	m e		27	Tacanan	Hand	70
499	Tacanan	Hand	e-me	e-me	e + m e		27	Tacanan	Hand	70
500	Reyesano	Hand	-/emechuja	-			27	Panoan	Hand	70
501	Sapibokona	Hand	eme	eme	e m e		27	Tacanan	Hand	70
502	Araona	Hand	eme	eme	e m e		27	Tacanan	Hand	70
503	Cavinena	Hand	e-me	e-me	e + m e		27	Tacanan	Hand	70
504	EseEjja	Hand	e-me	e-me	e + m e		27	Tacanan	Hand	70
505	Warayo	Hand	e-mé	e-mé	e + m !é/e		27	Tacanan	Hand	70
506	Arasa	Hand	emã	emã	e m ã		27	Tacanan	Hand	70
168	Proto-Pano-Takana	I	ʔɨ	ʔɨ	ʔ ɨ		28		I	11
169	Proto-Pano	I	ʔɨ	ʔɨ	ʔ ɨ		28	Panoan	I	11
170	Kakataibo	I	ʔɨ	ʔɨ	ʔ ɨ		28	Panoan	I	11
171	ShipiboKonibo	I	ʔɨ	ʔɨ	ʔ ɨ		28	Panoan	I	11
172	Kapanawa	I	ʔɨ	ʔɨ	ʔ ɨ		28	Panoan	I	11
173	Chacobo	I	ɨ	ɨ	ɨ		28	Panoan	I	11
384	Amawaka	I	ɨ	ɨ	ɨ		28	Panoan	I	11
385	Kaxinawa	I	ɨ	ɨ	ɨ		28	Panoan	I	11
386	Marinawa	I	ɨ	ɨ	ɨ		28	Panoan	I	11
546	Proto-Takana	I	e	e	e		28	Tacanan	I	11
547	Tacanan	I	e-ma	e-ma	e + m a		28	Tacanan	I	11
548	Reyesano	I	e-me/éme	e-me	e + m e		28	Panoan	I	11
549	Araona	I	ema,yama	ema	e m a		28	Tacanan	I	11
550	Cavinena	I	e-ra	e-ra	e + r a		28	Tacanan	I	11
551	EseEjja	I	ea,eyaya	ea	e a		28	Tacanan	I	11
629	Proto-Pano-Takana	IMPERATIVE	-gʷɨ	-gʷɨ	gʷ ɨ		29		IMPERATIVE	43
630	Proto-Pano	IMPERATIVE	-wɨ	-wɨ	w ɨ		29	Panoan	IMPERATIVE	43
631	Kakataibo	IMPERATIVE	-ɨ	-ɨ	ɨ		29	Panoan	IMPERATIVE	43
632	ShipiboKonibo	IMPERATIVE	-wɨ	-wɨ	w ɨ		29	Panoan	IMPERATIVE	43
633	Kapanawa	IMPERATIVE	-wɨ	-wɨ	w ɨ		29	Panoan	IMPERATIVE	43
634	Marubo	IMPERATIVE	-wɨ	-wɨ	w ɨ		29	Panoan	IMPERATIVE	43
635	Chacobo	IMPERATIVE	-wɨ	-wɨ	w ɨ		29	Panoan	IMPERATIVE	43
636	Kaxarari	IMPERATIVE	-wɨ	-wɨ	w ɨ		29	Panoan	IMPERATIVE	43
637	Yaminawa	IMPERATIVE	-ɸɨ	-ɸɨ	ɸ ɨ		29	Panoan	IMPERATIVE	43
638	Sharanawa	IMPERATIVE	-wɨ	-wɨ	w ɨ		29	Panoan	IMPERATIVE	43
730	Shanenawa	IMPERATIVE	-wɨ	-wɨ	w ɨ		29	Panoan	IMPERATIVE	43
731	Katukina	IMPERATIVE	wɨ	wɨ	w ɨ		29	Panoan	IMPERATIVE	43
732	Kaxinawa	IMPERATIVE	-wɨ	-wɨ	w ɨ		29	Panoan	IMPERATIVE	43
733	Marinawa	IMPERATIVE	-wɨ	-wɨ	w ɨ		29	Panoan	IMPERATIVE	43
734	Yawanawa	IMPERATIVE	-wɨ	-wɨ	w ɨ		29	Panoan	IMPERATIVE	43
799	Proto-Takana	IMPERATIVE	-kʷe	-kʷe	kʷ e	Girard additionally lists -he for Warisa.	29	Tacanan	IMPERATIVE	43
800	Tacanan	IMPERATIVE	-ke	-ke	k e		29	Tacanan	IMPERATIVE	43
801	Cavinena	IMPERATIVE	-kwe	-kwe	kʷ e		29	Tacanan	IMPERATIVE	43
115	Proto-Pano-Takana	Knee	da-n	da-n	d a + n		30		Knee	37
116	Proto-Pano	Knee	rã-	rã-	r ã		30	Panoan	Knee	37
117	Kakataibo	Knee	rãβoʂo	rãβoʂo	r ã β o ʂ o		30	Panoan	Knee	37
118	ShipiboKonibo	Knee	rãβoʂo	rãβoʂo	r ã β o ʂ o		30	Panoan	Knee	37
119	Kapanawa	Knee	rãβoʂo	rãβoʂo	r ã β o ʂ o		30	Panoan	Knee	37
120	Marubo	Knee	ravuʃɨ	ravuʃɨ	r a v u ʃ ɨ		30	Panoan	Knee	37
121	Kaxarari	Knee	tʃãburu	tʃãburu	tʃ ã b u r u		30	Panoan	Knee	37
339	Katukina	Knee	raβɨʂo	raβɨʂo	r a β ɨ ʂ o		30	Panoan	Knee	37
340	Amawaka	Knee	rawoxko	rawoxko	r a w o x k o		30	Panoan	Knee	37
523	Proto-Takana	Knee	da	da	d a		30	Tacanan	Knee	37
524	Tacanan	Knee	e-ma-da-cua	e-ma-da-cua	e + m a + d a + kʷ a		30	Tacanan	Knee	37
41	Proto-Pano-Takana	Leaf	pɨʔi	pɨʔi	p ɨ ʔ i		31		Leaf	
42	Proto-Pano	Leaf	pɨʔi	pɨʔi	p ɨ ʔ i		31	Panoan	Leaf	
43	Kakataibo	Leaf	pɨi	pɨi	p ɨ i		31	Panoan	Leaf	
44	ShipiboKonibo	Leaf	pɨi	pɨi	p ɨ i		31	Panoan	Leaf	
45	Kapanawa	Leaf	pɨʔi	pɨʔi	p ɨ ʔ i		31	Panoan	Leaf	
46	Marubo	Leaf	pɨi	pɨi	p ɨ i		31	Panoan	Leaf	
47	Chacobo	Leaf	pɨʔi	pɨʔi	p ɨ ʔ i		31	Panoan	Leaf	
48	Kaxarari	Leaf	pɨʔi	pɨʔi	p ɨ ʔ i		31	Panoan	Leaf	
49	Yaminawa	Leaf	pɨi	pɨi	p ɨ i		31	Panoan	Leaf	
50	Chaninawa	Leaf	pɨi	pɨi	p ɨ i		31	Panoan	Leaf	
51	Sharanawa	Leaf	pɨi	pɨi	p ɨ i		31	Panoan	Leaf	
287	Shanenawa	Leaf	pɨj	pɨj	p ɨ j		31	Panoan	Leaf	
288	Katukina	Leaf	pɨi	pɨi	p ɨ i		31	Panoan	Leaf	
289	Poyanawa	Leaf	puy	puy	p u j		31	Panoan	Leaf	
290	Amawaka	Leaf	pɨʔi	pɨʔi	p ɨ ʔ i		31	Panoan	Leaf	
291	Kaxinawa	Leaf	pɨi	pɨi	p ɨ i		31	Panoan	Leaf	
292	Marinawa	Leaf	pɨi	pɨi	p ɨ i		31	Panoan	Leaf	
293	Yawanawa	Leaf	pɨi	pɨi	p ɨ i		31	Panoan	Leaf	
294	Matis	Leaf	pɨi	pɨi	p ɨ i		31	Panoan	Leaf	
295	Matses	Leaf	pɨ	pɨ	p ɨ		31	Panoan	Leaf	
217	Proto-Pano-Takana	Lip,edge	kʷɨ~kɨ-	kʷɨ	kʷ ɨ		32		Lip,edge	59
218	Proto-Pano	Lip,edge	kʷɨ-	kʷɨ-	kʷ ɨ		32	Panoan	Lip,edge	59
219	Kakataibo	Lip,edge	kʷɨβi-	kʷɨβi-	kʷ ɨ β i		32	Panoan	Lip,edge	59
